f,dd,dq,qd,qq
5.0,1.5878955735171276+0.5366506546501952j,2.86016628723359+0.022006196459049665j,-2.0622582848908655+0.435732615210207j,1.588822987830873+0.553058121543182j
5.25,1.6874360958573948+0.5340569888857855j,2.9149035334121245-0.4115826204492712j,-1.9988912762547704+0.5685308542697538j,1.8226988576565921+0.5740662530883314j
5.5,1.7310551699096544+0.5752811419563183j,2.809761808301876-0.13263521587062632j,-2.2125807682451466+0.3874884877021864j,1.4513585934229454+0.3388810543801988j
5.75,1.548272480314003+0.45797491397767476j,2.9565165559007376-0.03572691680948603j,-2.227495162037815+0.41931168605064706j,1.5386116297319201+0.48063660835294275j
6.0,1.6310483893846153+0.5004319635028958j,2.59585309961133-0.11717288047742591j,-1.9416768889607157+0.2768033354204829j,1.7180432909921053+0.15308643836170588j
6.25,1.888198217462828+1.6270358621219354j,2.5947968297435695-0.3507699618054687j,-2.254919323780429+1.3666721885302229j,1.6621041990697554-0.07550840098009859j
6.5,1.7833989230815064+0.646169247117765j,3.2066029556836666-0.2715635358332764j,-2.367494300780329+0.5031330386161815j,1.4021263799882828+0.7889099339351222j
6.75,1.8000000076883453+0.3600457512893683j,2.647513138253494-0.40550392138568414j,-2.0219921825421014+0.703673660562274j,1.5129237527232196+0.49714697259827756j
7.0,1.6963137256914167+0.38975717908620866j,2.7724292815798472-0.48204723775401703j,-2.0923575271231534+0.6867288941233644j,1.7434399246870915+0.5192144182841749j
7.25,1.6144534123759124+0.5884138389888209j,2.6388827678974796-0.5845353356246976j,-2.303290566251494+0.5675925667473731j,1.9864405491881063+0.44490387238759554j
7.5,1.6642253981829407+0.45927923854737834j,2.5725260559152208-0.18639137036650677j,-2.2305466233359916+0.3032066736860669j,1.649294715300858+0.012419483589199976j
7.75,1.7195444439197136+0.5318809934072332j,2.5440859103978486-0.0716606814964702j,-2.22198945959269+0.7790791770038115j,1.6022935600865096+0.08169183497386467j
8.25,1.5766239588787219+0.371416221858432j,2.98600910896421-0.559796067457713j,-2.220162756171435+0.42300394313163314j,1.4367556475557692+0.461406185104251j
8.5,1.891087846839997+0.08850706899966307j,2.5249974823762726-0.5819786326060118j,-1.8482175965971877+0.7445419903682797j,1.6087740758655298+0.3885886014049199j
8.75,1.4787685732161007+0.6309333168217958j,2.7414726900175097-0.4996162918299536j,-1.9603395384498106+0.3003200119792943j,1.7623272706929833+0.4446542919404177j
9.25,1.9775009794276963+0.34306420709108215j,2.8639475563456367-0.8445454417136824j,-1.684000442547686+0.7294447757026948j,1.7127414535540522+0.59036071464676j
9.5,1.3365940914263859+0.5645131691719857j,2.9535974776411167-0.5756869584771531j,-2.093733596203442+0.12371248399299584j,1.5750221950684078+0.5158446911151147j
10.0,1.6939936745367852+0.6141055820656353j,2.7171294005394273-0.8275634832556455j,-1.9044113029449492+0.6477697685241621j,1.7622294909884015+0.3337363435716383j
10.25,1.967401972753277+0.781344902808979j,2.609743305178031-0.9823796124990634j,-2.6511371107293584+0.8306273523735743j,1.931766593317427+0.38573521756044604j
10.75,1.5640037314404882+0.37486089572235165j,2.4901734463173884-1.1439498106870607j,-1.5297394405892177+0.45020022556909683j,1.6952102867533245+0.5038335982043876j
11.0,1.7121372194867488+0.3964051263713896j,2.8622039069540675-0.873085892688828j,-1.9707117608492801+0.9143167459055344j,1.7514882366420612+0.42920207471204286j
11.5,2.1518444881119687+0.7994961580824408j,2.5663278938551355-1.1867433673456484j,-2.393161854234579+1.1678753166518137j,1.9745996395304737+0.6901147153732765j
12.0,1.768903465825834+0.7904399478079018j,2.8064195880741707-1.1395319144356333j,-2.3000563569656225+0.6738072133517072j,2.122411413026938+0.5294355462969922j
12.5,3.292426501227982+0.30913142877322713j,2.7822396539676753-1.269528787357141j,-2.3471501578529583+0.7958550816650974j,1.9688708757802835+0.4916474695658912j
13.0,1.8961878131129606+0.7889545712853147j,2.7885177334658984-1.16086741624023j,-2.6329321744636824+0.8431430144410424j,2.1057152718762775+0.4930313025953561j
13.5,1.862732380518938+0.631416509255706j,2.787931250366905-1.9016529511410099j,-2.450474874975652+0.769714148116675j,2.3041827933374983+0.8055166178261386j
14.0,2.111862706311289+0.9957469896171397j,3.2646975472925237-1.660798356001327j,-2.6089218610945086+1.1498983852075502j,1.8027272760250748+1.1322725557252515j
14.5,2.193833654812175+0.5520768079844319j,2.6021197200173685-1.6816871550713828j,-1.9578857919454875+0.9204646303398625j,2.309253543537921+0.6664834690654988j
15.0,1.9902096113833438+1.0661728430725772j,2.8115185768937567-2.311015016500485j,-2.360336250629637+0.8261598887095144j,2.577114801966528+0.8209958151273884j
15.75,2.531953673903838+0.6322431396200078j,3.066135824889147-2.4646479741593863j,-1.8267909144177696+1.3595095230394623j,3.0925987968857545+0.9918227734677472j
16.25,3.095668675155642+0.3394902989315524j,3.275416467774358-2.271702378626242j,-2.1172769841559074+2.262074821018774j,2.5967024783840182+1.3491178941330548j
17.0,2.912778482670656+1.6946416143543723j,3.4960566270874462-2.4764448139194672j,-3.317049279152489+2.1993995775745407j,2.95459362597+1.7823442911005243j
17.5,2.687298765112423+0.7723227972504901j,3.2835145535191437-2.3731749941700024j,-2.0595722472457654+2.134338378886232j,2.9164702687083364+1.4980183870631518j
18.25,2.475976498253463+0.7105004042891084j,3.0826264826260594-3.2116255993938454j,-1.8749780671967469+2.0160461926298088j,3.83397044711945+0.8702490229779549j
19.0,3.4214797835045325+1.487291007538988j,2.1207326778210307-3.0347824628083804j,-3.0669361036825427+2.4901913473129653j,3.5458655511594817+0.35833561101275535j
19.75,3.0690457272239544+1.3738019648063617j,1.9411765844156184-3.6891312853264795j,-3.1736132876893963+2.0393038320397547j,3.9733990195538933+0.6226908750276636j
20.5,3.633127935168658+1.8424919920441822j,2.0712917196726486-2.5897399693554046j,-3.3098851585443763+2.810862793661595j,2.836980530836155+0.20914681950614655j
21.25,3.5217114701855476+0.7039542228397363j,0.9199856835957037-4.775371760676396j,-2.0746438900468784+2.8592456758239764j,4.736549378270373+0.054285627776388345j
22.0,4.240399673090294+0.2649364587254153j,1.024680237880819-3.8743031748315677j,-1.662830935408865+3.329756122264304j,4.196589435646596-0.5382957130190329j
23.0,4.634131312209373-0.6868632304685931j,0.4108927109718836-3.930862078256819j,-0.7749662067818334+3.3498223905779505j,4.342644796539064-1.1964644326509697j
23.75,3.7481796293921397-1.9550879514486488j,-0.3709283566556185-3.2428692475387324j,0.37878295395176365+3.0839547452760336j,3.3717026565353527-1.7305759665827831j
24.75,4.276411374646476-1.801894520876105j,-0.562442863350312-5.142902396438657j,0.3446783398646774+3.4954093393174817j,5.004729111412871-2.0443866492302076j
25.75,4.025312340040073-2.620241232776506j,-1.580515911575231-3.709079241314372j,0.7955800457165157+3.461899181552666j,3.8140198371225242-2.8553512038945055j
26.75,2.940089072969674-1.3270227572406135j,-1.4042782427121385-2.8390162834485357j,-0.052957630627532046+2.437930802435639j,3.3966072219973604-2.7960732390858j
27.75,2.840503922811359-2.666495319840104j,-1.1124426692188258-3.2284140796311056j,1.294267519104308+2.3548149297905496j,3.1056483749597628-2.2825572321878593j
28.75,2.746280055375427-3.0775463293651804j,-0.8717027132265187-2.64857675016243j,1.5082100632278141+2.0128354957954837j,2.655599223269892-2.346944833091322j
30.0,2.677967590641004-2.243762651200903j,-1.613661264507196-1.5370916477405316j,0.8551798549301187+2.0281254757011626j,1.9712801239416091-2.8604218524922027j
31.0,1.8139288100149775-3.084609719577563j,-1.0881417998842928-1.7952260827524333j,1.4955275898601736+1.4815722684955877j,1.808206523581602-2.446044069939472j
32.25,2.3580188373928017-1.8837570219839535j,-1.7810929279854097-1.264147794719066j,0.6159569134157281+1.8188268385553301j,1.4704341118684567-2.9456890080741953j
33.5,1.7666770441022024-2.3419765863196695j,-1.6900117056328252-1.095845971065211j,1.0026574593058046+1.1112321038913027j,1.3646689178419031-2.934141778325519j
35.0,1.1975236412087296-2.483879477200563j,-0.9745495869490864-0.9034362406492027j,0.9991272033072918+0.6780676577978932j,1.2795439627145706-2.145577914048854j
36.25,0.9837760818317592-2.7720969436034193j,-0.7325018157334195-1.2530412528082349j,1.2518550758147506+0.6805676905095764j,1.1946614733328969-2.091089518890893j
37.75,0.9423044584071051-2.468906732926233j,-1.0353440561239236-0.5251620851960477j,1.106995399488727+0.6670656349654684j,0.7114422306556631-2.0164914752790004j
39.25,0.867139632044906-1.6442075153938465j,-0.6697637578773511-0.7031911581651593j,0.5746886653400902+0.43761986871128566j,0.8668952265928975-1.8162203362501737j
40.75,1.0154769692991912-1.877354379082797j,-1.0948252079139729-0.2724403628799471j,0.8361930325275714+0.6291572305222458j,0.5689532832189985-2.037421251576225j
42.25,0.8338922270197365-1.9998765865246146j,-1.064170832815376-0.4679313471878699j,0.9368527435972174+0.41474901687597515j,0.8387462017093679-2.0242077917448j
44.0,0.5219749349788512-1.5314388916544666j,-1.0502907254278062-0.5491843206488041j,0.520657494120672+0.38341004349792296j,0.5163017246523629-1.9831921703571496j
45.5,0.6627311413569578-1.6923245560889946j,-0.7849972585384609-0.19120868321857654j,0.5555055821124649+0.3596798206834939j,0.3274779918757931-1.6327231277787995j
47.25,0.5157766650711724-2.0129597840984395j,-0.2861260497823102-0.23728831410786805j,0.7494762692937659+0.3109778324858364j,0.2800612326145737-1.4317801697115626j
49.25,0.4750147589050315-1.514196396927293j,-0.7193365133957125-0.45009085109080205j,0.4925401282500085+0.2787256853365087j,0.4463191723601181-1.5336503700822512j
51.0,0.37396375884195726-1.3189787141741711j,-0.5267652869824865-0.28300422487773597j,0.4993016492390435+0.2188305066853761j,0.25020578390920245-1.4747182483537324j
53.0,0.4003175948709979-1.61000526704756j,-0.35017933875816465-0.0034908803663643573j,0.4993000499517799+0.2943611586613719j,0.2125802086803501-1.3284375315461447j
55.25,0.4048025019133963-1.2954488231613241j,-0.6512247693904563-0.00526478313817369j,0.3972668068489784+0.3500000831666091j,0.18355350669858272-1.4642672734029047j
57.25,0.27116564795570386-1.3190925519738026j,-0.585783264902606-0.17482897390087648j,0.4056402270218168+0.2373175944377558j,0.22613913589897572-1.3983184724906565j
59.5,0.12271721547226616-1.2061872454148856j,-0.39586198701210895-0.22192091800338815j,0.29574318193727916+0.10953256723559404j,0.31411814094043766-1.2314552599856186j
61.75,0.16738523695428956-1.1209967740244045j,-0.156108632363723+0.11706696406510995j,0.3587317173155617+0.12292293061378895j,0.09702499988175983-1.0372112630599715j
64.25,0.3048898824439913-1.1822764621245885j,-0.35584052531281607-0.04296230759803876j,0.25403533683466106+0.13607534386907413j,0.1704150548582024-1.1222563360388322j
66.75,0.05422976206493453-0.9041019609906125j,-0.4603578630039574-0.2902043368075965j,0.23403871023863573+0.1293250671238476j,0.2825397309684319-1.0828747841320299j
69.5,0.2122053660389425-0.787166856064828j,-0.14345047114547657-0.16417855687610672j,0.16176861582213836+0.02243352998051651j,0.07081092046773241-0.8280062336147388j
72.0,0.2887163096485513-0.7985793460689817j,-0.2064950807854759+0.06623303616914636j,0.16390320051214452+0.08193318773401878j,0.11753699730451128-0.9858484730057645j
75.0,0.8781250117036321-0.7334293286072261j,-0.31545369319315464+0.022106442952591177j,0.10494366140272496+0.42568969030279213j,0.1195955454108949-1.0174950533557605j
77.75,0.24051936812559715-0.7958143452899616j,-0.11988469741910049-0.10658419676426478j,0.20531125104144926+0.08735386494844173j,0.26199343065149505-0.7897609132386632j
80.75,0.0958393090558134-0.7989358642775988j,-0.10015852112121532-0.17594424829038602j,0.09540576731595592+0.028940120201038994j,0.11955271924305588-0.887092160896575j
84.0,0.28195167668180093-0.7647679962398248j,-0.3071121235723596+0.07729162985599841j,0.06159425489150723+0.0997165696921769j,0.06919479109140025-0.8997116538718802j
87.25,0.02487494452332459-0.7723975676433418j,-0.3297512967487688-0.10158761054493243j,0.10951970843746725+0.06306867336070188j,0.09266380201520918-0.797859321450888j
90.75,0.05380904820076339-0.6972355453223783j,-0.24050818347447642-0.04916299408183558j,0.08242793978902788-0.05627127752496713j,0.11315333028062347-0.7241067918796908j
94.25,0.16415724559933587-0.6728061044963418j,-0.2261165463984845-0.05897524195038345j,0.123552374208546+0.0407283694585654j,0.18122933805163444-0.654982527589413j
97.75,0.11111871101236877-0.7983462297723494j,-0.17390295741718043-0.055350809774678086j,0.11777058674176379+0.011121713156958835j,0.10449297217789577-0.6170205556460341j
101.75,0.1633314590107642-0.6205838207668806j,-0.1088339892445838-0.09837357192942227j,0.12597359606363637+0.05552597153868447j,0.1145749039422676-0.6185542050131494j
105.5,0.17616059051994537-0.5690948743328766j,-0.13497788425283275-0.0309114442638794j,0.05100932288769764+0.058765654831606735j,0.1657892279676132-0.6184552858793149j
109.75,0.1975609289806482-0.5536834048681823j,-0.09412870355671603-0.04050650778000782j,0.08567797627627692+0.10636249977009667j,0.08209101813328634-0.5598169347801284j
114.0,0.15507717779255514-0.4876506806697561j,-0.14789011319332634-0.007466679801240161j,0.1160736548171743+0.06749268273745603j,0.08067589123816932-0.5320310891319466j
118.5,0.12073133738110246-0.568291468144367j,-0.037489361658151095-0.0512559861249305j,0.06007855413450252+0.04694077451937145j,0.07605176453165391-0.4826065720215067j
123.0,-0.018818309904568155-0.45954400958271807j,-0.19567112182318372-0.07527971164236964j,0.12407882974406008-0.0016801240304630148j,0.07452544777953035-0.5197095531584004j
127.75,0.015034126001867914-0.5308111877494245j,-0.15894235221770053-0.046460630227601496j,0.06102967471553254+0.02347333437559626j,0.06403845366884714-0.43593416843494764j
132.75,0.0730246540245258-0.3989088903428845j,-0.0675428416680125+0.01987001290215057j,0.05212130128591924-0.019029929989987083j,0.07601764037321429-0.4460420601574598j
138.0,0.06440951857166381-0.454644681307953j,-0.06631965497300003-0.026048588813631944j,0.034907594651333494-0.0011762106040327173j,0.11878027690393311-0.4188627709524217j
143.25,0.062213443211882595-0.5515334327692363j,-0.09083864255677698-0.010291485459137675j,0.08894563687974852+0.0064404732226179635j,0.05645638219953081-0.41418494941712525j
149.0,0.09124877941980102-0.42403473603858166j,-0.087752032870606+0.04528071017740669j,0.06521125377249883+0.03156225731633685j,0.07864491007508179-0.3626952980803503j
154.75,0.024798393860568993-0.3592762458981599j,-0.08450015331101095-0.05013294308125889j,0.027301536675181398-0.0016125563376042159j,0.07631561445778601-0.409843315317466j
160.75,0.06370398950935521-0.3279223433657643j,-0.11383888197779385-0.018652179553878934j,0.02157811426354877+0.035737239567472705j,0.0968618319067161-0.37154238420102237j
167.0,0.08814129766641568-0.3573071359216967j,-0.03571903087526773-0.052844221398679794j,0.03475104025379394+0.022362987378834177j,0.08333719260423714-0.30248536828582595j
173.5,0.027452756822634275-0.338686819979037j,-0.11383687346424323-0.07785722415893491j,0.04266953449341683+0.01989166356247081j,0.08031259198797398-0.31425364753662366j
180.25,0.06644413330163076-0.3189900565939479j,-0.09903184267573295-0.028736235971702218j,0.03050270901930378+0.03258065090634151j,0.08500054653203748-0.2824145976306198j
187.25,0.049190844695427456-0.3663770923693127j,-0.09195242193600887-0.06049944740331183j,-0.023259783466652403+0.0020330515577240966j,0.05110213506566255-0.2959594313458175j
194.5,-0.0060781835494317805-0.30030922441199454j,-0.05476968584833413-0.022798103482650767j,0.021785029247050475-0.013472196385024676j,0.09911415809446736-0.31385266599648065j
202.25,0.06480002153513827-0.2410188631607909j,-0.06613060865805492-0.00524150895474039j,0.015142329675889703+0.008358762473131756j,0.08673494882251442-0.2485419205056734j
210.0,0.1283617215309189-0.23576513576422747j,-0.07492257947016118-0.007822586178927012j,0.029304981879056023+0.0027035494123678187j,0.064360132548356-0.22331072565712096j
218.25,0.024444867799113035-0.2964702629994427j,-0.003380166706873168-0.01615478933246597j,0.0297532882461159-0.0150660083843055j,0.07030965206010087-0.23351150816885152j
226.75,0.03154473768622211-0.21241849499871712j,0.0075618569950133005+0.025965738784025336j,0.026744810821224638+0.04649931227168126j,0.06986045812200928-0.23182225923431j
235.5,0.07762678172648996-0.21702074197398266j,-0.02244816536623425+0.01983240748061348j,0.03485986719358969+0.005482200238939761j,0.0541625440796851-0.17603257282889828j
244.75,0.0917081291828902-0.2167790081889956j,-0.035216979261171615+0.009313325289088454j,0.006358212512680831+0.01799246284026696j,0.10129611835584099-0.15242704274677304j
254.25,0.12575689724575195-0.1306380231524485j,0.009070459299832353-0.013172136835739843j,0.050659130843342205+0.012834492044165494j,0.08783177006992829-0.14628165493010523j
264.25,0.07507491247665032-0.14838215826181025j,-0.025289138095513725-0.0112336006356172j,0.020535850164603794+0.002657198947161593j,0.08214839775814246-0.10826133775466701j
274.5,0.15700570254416174-0.14138477597347396j,-0.02764422281482774+0.014747049608404126j,0.03922554219223401-0.0041184758706272135j,0.09198096771308037-0.11206572637184971j
285.25,0.048035821038250374-0.058646767914962886j,-0.01886624737781115+0.02452517302491583j,0.05206883846921924+0.028650400934635466j,0.09289724487744769-0.12343838123331174j
296.25,0.09636498905282036-0.1652777299787678j,-0.021138782270112417+0.004577046946502399j,0.0029738699854659264-0.0065025528119720365j,0.11565847026560572-0.11015849188196308j
307.75,0.12442213772353473-0.1067519781191774j,-0.025049123340851215-0.017658628843005654j,3.630632028965647e-05-0.010017272372227026j,0.09099990100102637-0.04485040472763299j
319.75,0.09877844048154852-0.08047111269792129j,-0.017279948824974394-0.03575137684966956j,0.05797557133062799-0.0078652680912003j,0.12511934272753417-0.04643725112689821j
332.25,0.10590378739228583+0.00044376748368914784j,-0.026711712395310717-0.02766710581353514j,0.05355414175764766+0.0020595871383984115j,0.09054039307437294-0.06443510492876342j
345.25,0.15446368648154085-0.05640486958502975j,0.003373628795010783+0.015493331732065251j,0.011387599338481965-0.012254390329770678j,0.1259045103836676-0.019081093545782607j
358.5,0.1167420264077332-0.0037460406368867655j,-0.039628451311191394+0.040525901941930426j,0.03740910458125023-0.024478915057937808j,0.13189745510670944-0.0007257338824545045j
372.5,0.11790196306931618-0.019013039552579606j,-0.027133717449320832+0.039502054423926874j,0.022496756706032333-0.009098244585664736j,0.14071709479586925+0.011674161252616652j
387.0,0.17611148104733407+0.020969334825962756j,-0.04628874626349947+0.02634111174140746j,0.02674549508405766-0.04001425588878316j,0.17070921539076017+0.03654947100649017j
402.0,0.1723646822022963-0.009022632166384329j,-0.021471146845148018+0.018250899332371624j,0.034465376965149834-0.03951306287124947j,0.1746316360101864+0.05275308649065774j
417.75,0.15334454405947417+0.03616722691530748j,-0.026806812044103387+0.02633153395608133j,0.016525692767401328-0.04763319191300689j,0.20493272642402344+0.040230401510729374j
434.0,0.23148907836204557+0.10013441253843926j,-0.04090737585591952+0.058261343623748574j,0.050795895022312625-0.045400289041779986j,0.2167856372312144+0.083230231467939j
451.0,0.25718687336599344+0.10564934420975704j,-0.05866961960635693+0.07132305528528966j,0.042133648533391854-0.08142322393715702j,0.2482921845245341+0.13013028199912666j
468.5,0.2524491098016431+0.08913114043478282j,-0.05043854626520547+0.09027395564606763j,0.013738253104356363-0.07225518085564046j,0.3023990483768639+0.1507963027976189j
486.75,0.3735563756658404+0.10296950641725675j,-0.026363383605352758+0.12402283226062227j,0.027674803132543734-0.11511972179379501j,0.3554343943619233+0.15218389388757614j
505.75,0.3971311356921374+0.07016329669278401j,0.07519881074152744+0.1120831983169166j,-0.01660538148139168-0.12559967329289065j,0.4462884748858506+0.1280051590626285j
525.25,0.4716373894227882+0.05908953731345665j,0.019113783266987927+0.15232717331993004j,-0.06038237273204558-0.19340750543127844j,0.5507571233739772+0.10869177791520757j
545.75,0.5252234548065065-0.015097221621074724j,0.21260498231360117+0.1563047394606636j,-0.2035542546925531-0.1912475468006452j,0.6224181710671961-0.031894064658046006j
567.0,0.6844767775371281-0.03122685014918083j,0.22002052248079662+0.1390858235511257j,-0.29628417520595524-0.1277641659852412j,0.6885707686877456-0.1423397769166037j
589.25,0.6499060608655457-0.11594061235083698j,0.24475420682778434-0.048170568063716473j,-0.29774132214022275-0.008998447168656862j,0.6630410821549204-0.2038947303935409j
612.0,0.684347079283122-0.2551504412395545j,0.2566026790354064-0.24102255299824948j,-0.29202937852256017+0.1879902978280298j,0.6082546944924023-0.2980805364593204j
636.0,0.5990994794593557-0.34071319830558794j,0.2430953762061182-0.27661227036281677j,-0.1730530852273322+0.19841434195338525j,0.5745557842042046-0.4220422525676465j
660.75,0.4941487543471383-0.5419480012793365j,-0.014282715759476233-0.34769383123604636j,-0.056551223863483574+0.21084818446194611j,0.5022666566999373-0.4907975198074338j
686.5,0.3774829359492188-0.5441340700673775j,0.04707807411388437-0.22428249039562168j,0.04591110066446889+0.18997175837411884j,0.37430969228362343-0.4592469542380566j
713.0,0.2599959547222751-0.522575736460018j,-0.07396508200591151-0.09994635896139678j,0.06679579429791252+0.12577581781096758j,0.23909059737743957-0.5257050855732759j
740.75,0.197415058474675-0.44878828103497004j,-0.057598798023471655-0.0994035882566066j,0.06938877082416206+0.0897375823636079j,0.1705438403770685-0.4912936977626931j
769.75,0.12739103890448636-0.43626709174161826j,-0.0660212672309827-0.04523916561015226j,0.05420575087235537+0.05489042442875847j,0.11992024024038689-0.43269800930367797j
799.75,0.10921852684398282-0.43330936659949904j,-0.058644034671641754-0.051466514967268104j,0.0755997086122036+0.03831222076699416j,0.0955109374815164-0.41381100296767476j
830.75,0.05315852825640009-0.35811775720292877j,-0.01770247279660849-0.022604195320104783j,0.04690127701639537+0.013910550582345206j,0.06347202986111677-0.3580029919651026j
863.25,0.07368241937356204-0.3455266506197473j,-0.048383500087422884-0.011457136896533077j,0.03540700071738712+0.0207027088186422j,0.055136850096755785-0.35206192067996467j
896.75,0.03222544850274564-0.30679569490118985j,-0.03381531547820893-0.013481623573418918j,0.028361049007016335+0.015946435189345635j,0.03462521570525695-0.3168390586534666j
931.75,0.04121838938001491-0.29857730342837463j,-0.028484599922393668-0.02007972057124538j,0.027285308435426807+0.012699748394600547j,0.02939696375711387-0.2998922535867734j
968.0,0.025921989799054933-0.27420367546356667j,-0.016469502070539127-0.005664717722735966j,0.02690895617837209+0.009739591564512071j,0.021967806098551312-0.2711022509609204j
1005.75,0.01717622915251125-0.2554477149522312j,-0.022633523451324748-0.0010925678764476948j,0.022190664359879327+0.0070805410298651105j,0.021237211092223512-0.2605681264810126j
1044.75,0.010855349208017494-0.2381395400952967j,-0.020638337213503423+0.0004417385939121353j,0.01499160750018948+0.0035959491945131627j,0.010516206355054292-0.23900342264222754j
1085.5,0.013436858481722967-0.22049580012054515j,-0.010183382571217838-0.0011235474194466232j,0.01305719694292789+0.0048199976141628026j,0.0125814218749693-0.2230182093397228j
1127.75,0.012931527066659676-0.207109785396027j,-0.006751265301548622-0.006885709025044956j,0.012736466147003696+0.003511485488500074j,0.012150136817846477-0.20932721635461343j
1171.75,0.00930537355019107-0.19851303724344377j,-0.011358202519467791+0.0006125548413585171j,0.011972276208069304+0.005155984494487472j,0.009266631688611499-0.19800368472324475j
1217.25,0.001202835620551732-0.18705005683721798j,-0.013701094767485723-0.0030799446336939405j,0.00984957421561524+0.0008228640476664949j,0.00517787675774159-0.18854669956853914j
1264.75,0.005235323236972651-0.1783805010330862j,-0.007648059326510254-0.0016887765337121816j,0.0094551377902448-0.0011701134546915617j,0.006778488666699306-0.17858296499289275j
1314.0,0.004385400613081709-0.16885174582384913j,-0.008357440536933994-0.002730385471466517j,0.009456077712626798+0.0002515094432893433j,0.005367297508186125-0.16954975989811677j
1365.0,0.001702981755501415-0.162160500753604j,-0.008516437851042273-0.000624161318398854j,0.006957129970485423-0.0003906771561245816j,0.003587731483905343-0.16032505119351223j
1418.25,0.001602787379446034-0.1538146919854006j,-0.00693828266933154-0.0019896704593515375j,0.006095051441608809-0.0004445198594993684j,0.0025679411745536257-0.15281350098126698j
1473.5,0.0031838464376339024-0.14700843765616642j,-0.007051909621492421-0.0009097008446588657j,0.005582866144664571-0.00013599838111340334j,0.0023684311681221593-0.14463540637707836j
1530.75,0.00206216828540626-0.13645500341030103j,-0.005904090443938259-0.0013941943152218769j,0.005109823619833645+0.0017821317599177925j,0.0035239092213094347-0.13902304974633586j
1590.5,0.002332654847343425-0.13081981770949783j,-0.0047242350473836806+0.0012023109148331526j,0.005163948980459141+0.001135870351475327j,0.0022802347007453705-0.13199014558118483j
1652.25,0.0011016657428547492-0.12586630498476456j,-0.004811057590167907-0.0016103777664441907j,0.005133956419639809+0.000538796885364937j,0.002087227559341126-0.12664888918501088j
1716.75,0.0006751274103985517-0.12031343278132708j,-0.004925467105637299+0.00020402574588798943j,0.004823559418100627+0.00017023278422489328j,0.002170333416023573-0.12075575752756974j
1783.5,0.0010054363215203927-0.11633194304141657j,-0.0036970839101217886+0.0006519979806809467j,0.003942349765622349+0.0002783368003968183j,0.001097907318362512-0.11510344298018609j
1853.0,0.0015669162997585043-0.11054294019031286j,-0.0034489145219076325+9.949318163866632e-05j,0.00365632830920536+4.4375466576497105e-05j,0.0013249495728678978-0.11023323274471625j
1925.0,0.0003162680798738277-0.10585422469870967j,-0.003058335062241696-0.0003156214631887589j,0.0010557085412063749+0.0010266568096080429j,0.000853395978842264-0.10564393132929632j
2000.0,0.004253362627822401-0.1080337363563012j,-0.0031528838400807927-0.00019324683502420668j,0.0030952305238477573-0.006369817950022721j,0.0014171121885916196-0.10070992893905949j
