f,dd,dq,qd,qq
7.5,1.6523136550793243+0.36487953066434736j,2.7027649883724596-0.44654550061640474j,-2.1173399786887255+0.3935258127494583j,1.6497530881795783+0.36230460555831634j
7.75,1.6516222045913556+0.3693667969725348j,2.7018776234983224-0.4756945028646944j,-2.1318338574193487+0.40311161379383625j,1.6489967959965461+0.36753689482254726j
8.25,1.6532938851419725+0.3835377576766054j,2.701690743131159-0.5336707668775718j,-2.1625799224799134+0.4253395779249524j,1.6499721380050918+0.3812459762563696j
8.5,1.6542758967089988+0.39129074658973484j,2.7023838871850296-0.5624678984543188j,-2.177965967919706+0.43887201037314905j,1.651688645409005+0.3894644744252238j
8.75,1.6571222988565841+0.40088679441394376j,2.7034763557911257-0.591181943238779j,-2.1925805629312918+0.4527070323150669j,1.6541319603769495+0.3985936855045795j
9.25,1.6652706097939356+0.4209323836564077j,2.707222477390993-0.6494262479507571j,-2.2229590592263833+0.4837522979433263j,1.6618178181566066+0.41915739406548536j
9.5,1.6703654592957917+0.43247005316549725j,2.7095158961543575-0.6788891151743969j,-2.237851623143962+0.5011110282229198j,1.6669906821924934+0.43038990890795525j
10.0,1.6841168173004855+0.45628487003727203j,2.714890534443994-0.7388763081055038j,-2.2688196879357307+0.5386695851467127j,1.6802942233052076+0.45464383961989263j
10.25,1.6924010799132152+0.4689114955092895j,2.718173729706664-0.7693576792148671j,-2.2825082425982863+0.559479364778581j,1.688149540462736+0.46755604581721166j
10.75,1.711109315002887+0.49636496328987134j,2.72503315014281-0.832189967758836j,-2.3122964054560153+0.6025115907510241j,1.7073597289150086+0.49476015390946215j
11.0,1.7224878771806873+0.5099241560814142j,2.7288488875578967-0.8645733110053807j,-2.3271355041360313+0.6258743388746086j,1.7184964989500597+0.5089083866055615j
11.5,1.7483475087546858+0.5392249328513148j,2.736419515429617-0.9307152849148421j,-2.356292068820507+0.6751430169354856j,1.744045166915721+0.5382452375732825j
12.0,1.7786194610380228+0.568949955380767j,2.7441482426794854-0.9999669343611023j,-2.3847067022048125+0.729570222022908j,1.7742024823764813+0.5684003233418591j
12.5,1.8136822734823972+0.5996339436097744j,2.7516533923969866-1.0722312119306636j,-2.4129702633932615+0.7874145436670449j,1.8092358647339668+0.5992101802426453j
13.0,1.8544067272682645+0.6302281728562381j,2.758778470073854-1.1483322495191417j,-2.439869337073305+0.8504243675767235j,1.8493688962234125+0.6300945147633785j
13.5,1.8997628153411494+0.6608553353692403j,2.7649696665414-1.2281265585385743j,-2.465536540199111+0.9175850317853914j,1.8948263125350606+0.6609095837336216j
14.0,1.9512037881017246+0.691015934073896j,2.7697865927828422-1.3121217673890788j,-2.4907659338688726+0.9895946372869049j,1.9461713405466126+0.6910224836333763j
14.5,2.0083787835516844+0.7190999173164316j,2.772864195502271-1.4006075475879123j,-2.513068258027672+1.0679676786762873j,2.0032339873475995+0.7197002065401281j
15.0,2.0715017656294026+0.7455878887570826j,2.7735579411863145-1.4937524981699808j,-2.5331885792408344+1.1511114030404979j,2.066579252509913+0.7466388878918786j
15.75,2.1790868646894928+0.7809232109466984j,2.768714310998404-1.6436724082969993j,-2.5583734913322256+1.2867069292290154j,2.173899776557398+0.782124683270478j
16.25,2.259081745778171+0.7994758401103597j,2.760569171224044-1.7502210525355777j,-2.5697450396443053+1.385198362891176j,2.2537869799116743+0.8013004499461345j
17.0,2.3922325070208315+0.8188528210308523j,2.738649915093747-1.9207825639045417j,-2.578387161450507+1.544743495322621j,2.3868338971616763+0.8211244053402873j
17.5,2.4899752034519897+0.82448146180138j,2.716000814180801-2.041733085373257j,-2.5776127569772087+1.6589936164829024j,2.484535549237856+0.8267679315570131j
18.25,2.64879854934301+0.8174902667759089j,2.667004294957556-2.233509895107074j,-2.5605402238728994+1.842756024267991j,2.6436670744485573+0.8207197755803195j
19.0,2.8217751754090807+0.7897561684032091j,2.5960624080460426-2.4364899778602664j,-2.5227014529664826+2.0396714202871498j,2.817118421752443+0.7934670283911154j
19.75,3.007340762437017+0.7357637318732557j,2.4977194630567157-2.648638317099859j,-2.46037585965161+2.2483425361131215j,3.0028606731632723+0.7395256927726197j
20.5,3.2002730933579784+0.6496617541135123j,2.3673918232495903-2.864788363190967j,-2.366591394873792+2.4649937130982678j,3.196293363135351+0.6540166816842152j
21.25,3.3953191193862082+0.5268402915518333j,2.200222243129827-3.079307835129604j,-2.236965295870627+2.684624110796309j,3.3914881491733695+0.5317214157253334j
22.0,3.5833944943728846+0.3640270759113506j,1.9935825503607632-3.2834927871305144j,-2.0673742124478127+2.8980125826168606j,3.5802542910991395+0.36964698575216026j
23.0,3.8079384318837275+0.08316727288826083j,1.6545437505548124-3.522175747991584j,-1.7785663365065583+3.1582412741682107j,3.8047621276064287+0.0889183969742402j
23.75,3.9390765031678208-0.17218834172428243j,1.357904195822472-3.6608966497667432j,-1.515407906049314+3.3183957129091994j,3.937295593679515-0.16602925941535007j
24.75,4.048337954546018-0.5588897170631901j,0.9192782295075621-3.7729478269018184j,-1.1172524235410086+3.4680178859625737j,4.04690145881738-0.5528676661171588j
25.75,4.0629422430182185-0.9725019463282157j,0.4596833030977856-3.786184824545518j,-0.6877222589125431+3.525091796552966j,4.0627308703462806-0.96660112260528j
26.75,3.9794683458677254-1.3802419977527247j,0.013213182520817046-3.697652621483008j,-0.25958760105414425+3.4847427159998285j,3.9801989478826636-1.373933262518288j
27.75,3.809139933834772-1.7484700153297188j,-0.3887089795071961-3.5203386174600775j,0.13374030525669864+3.3555071867990893j,3.8099706423386572-1.7431694391320547j
28.75,3.572296530608401-2.0558469768654866j,-0.7231262932405684-3.2778736511462885j,0.47072260083834916+3.1571508596488673j,3.5738806091422237-2.0510405436206356j
30.0,3.2241725864708903-2.3395877124542914j,-1.0342941713215417-2.925085298267124j,0.7954697817667272+2.8514526153191357j,3.226458888865213-2.3354634507593826j
31.0,2.933130814616965-2.4885909672360436j,-1.2016775495340188-2.632631205155815j,0.9788753691452398+2.5894653933149905j,2.935579111786496-2.4849822161638224j
32.25,2.581540058655828-2.5921318597901273j,-1.3259261801943314-2.282447884174673j,1.1259037770925793+2.2682121730404274j,2.5840975285501027-2.5893033371128267j
33.5,2.260895589962688-2.6257674440601173j,-1.3784216622423777-1.9661877392239022j,1.201988884234554+1.9725086691372091j,2.263481690570515-2.6232510300130825j
35.0,1.9276845519957189-2.6032651079169042j,-1.378229924660178-1.6407617081484076j,1.2279620959685829+1.663141320441061j,1.9299801037332531-2.6012961598327675j
36.25,1.692535940514321-2.551735462505026j,-1.3454035820928998-1.414021747226225j,1.2145127604104204+1.444201672016436j,1.6950083704221983-2.5502990921554876j
37.75,1.457078162008287-2.468561497525049j,-1.2846255745905968-1.1887255428689665j,1.1738763172039324+1.2246022713250713j,1.4590507294530557-2.4673940587390844j
39.25,1.2637200338162127-2.3737434288529657j,-1.2126254385301842-1.0065728275981174j,1.1187037330396543+1.0446034928746633j,1.2657901748649287-2.373023792688876j
40.75,1.1053603609272011-2.2760070502826975j,-1.137310984995155-0.8588863615384796j,1.0576021009425647+0.8974333351864605j,1.1072530274769088-2.2752565521226042j
42.25,0.9748982530470229-2.17932561016641j,-1.0631375206445755-0.7387149017453423j,0.9950789166612866+0.776625085821276j,0.9765588216971612-2.178698798468769j
44.0,0.8504789638158492-2.0712356538164474j,-0.9810086901120241-0.6256855629763747j,0.9240716311639303+0.662041136803266j,0.8518794873090818-2.07070133982884j
45.5,0.7625868336798505-1.9838266004779694j,-0.91560655177702-0.547045994994931j,0.8664024107913546+0.5815694420098803j,0.7639058693947671-1.9835032410448j
47.25,0.6773533845922397-1.888610818458459j,-0.8455573535570455-0.471767131475484j,0.8037301264170852+0.5040152121598293j,0.6785177504207245-1.8885748504917967j
49.25,0.5976249136294388-1.7889819178495372j,-0.7734650844886233-0.40256213926292594j,0.7386517721155917+0.4322124872799921j,0.5986961680274898-1.7888647866523602j
51.0,0.5400325948040924-1.709082728698848j,-0.7169593310644009-0.35335709023101625j,0.6870716309505502+0.38079070614550414j,0.5410133347784027-1.7089799107984578j
53.0,0.4850297253989267-1.6255544115894502j,-0.6591319078618819-0.30711742056934976j,0.6339012594560206+0.3322094429993031j,0.485888742307516-1.6253612905947248j
55.25,0.4339290411049058-1.5401814516391499j,-0.6017414481018004-0.26499472173624383j,0.5806165902763316+0.28760412764933324j,0.43474683907224976-1.5401018728603153j
57.25,0.3960461928505533-1.4713038997737378j,-0.5566312459391025-0.23429208785849043j,0.5384726651817073+0.25493068108081063j,0.3967983879575543-1.4713011779645917j
59.5,0.360157136879803-1.4007699935926399j,-0.5115908009979454-0.20568525868474685j,0.4962048386868588+0.22434550015096683j,0.3608372353601561-1.400726683240778j
61.75,0.329870923287682-1.3365423033505563j,-0.4717739674897827-0.18199090733612705j,0.45861106821401904+0.19888105480265034j,0.3304814207169373-1.336543784460857j
64.25,0.30147549039617627-1.2717320852356417j,-0.432749116312682-0.16016577616154476j,0.4216123958981924+0.17533615143810277j,0.3019958838038044-1.2717450531306598j
66.75,0.2774642071996025-1.2129350950057083j,-0.39839579765533184-0.14207902265647238j,0.38892731759297433+0.15573573308227276j,0.2779317036218618-1.2128998641434285j
69.5,0.2550589199289391-1.1541232239691128j,-0.36518546942496016-0.1255586961350329j,0.35717067501597016+0.13773211268586413j,0.2555219951968195-1.1541346273775879j
72.0,0.23773060692784836-1.1053818086743583j,-0.3385088764298335-0.11295101577267569j,0.3315812794004878+0.1239849905359356j,0.23809659234326586-1.105409437708681j
75.0,0.21990006764264428-1.052070760197674j,-0.31025693465813187-0.10024597887007763j,0.30440805438937785+0.11006409370164763j,0.22023993884333848-1.0520833555046485j
77.75,0.2058490533549644-1.0074449746949068j,-0.28740301785503175-0.09044845017069064j,0.28235993132930937+0.09929124105504214j,0.20618714151291395-1.0074624123795408j
80.75,0.19268204344900403-0.962852430900317j,-0.26530986350236574-0.08136594687581561j,0.26098547407207173+0.08929510310692196j,0.19298121526188172-0.9628700646802479j
84.0,0.1804244931672253-0.9186951849710923j,-0.24418371100988967-0.0730510111380396j,0.2405022458727271+0.08012961581396179j,0.18066192114908775-0.9186957795117755j
87.25,0.16980759380774627-0.8782975024330821j,-0.22554621381978646-0.06599703434966198j,0.22238620796876815+0.07232794707403956j,0.17003809941230097-0.8783189363925978j
90.75,0.1599907878510554-0.8384627199898979j,-0.20783280199144988-0.05954928796672948j,0.20513075350881688+0.06518824772446226j,0.16020034225447877-0.8384847815848704j
94.25,0.1514991156840319-0.8019621282325038j,-0.19218305133800884-0.0540448513534072j,0.18986107175923053+0.059092359843935044j,0.1516864568076809-0.8019799716509762j
97.75,0.1440465713482023-0.7683462551594883j,-0.1782801185599915-0.04931427925414522j,0.17627581010920704+0.053835005787272544j,0.14425932701364574-0.7683650298508967j
101.75,0.13673408964959655-0.7330171596304962j,-0.16422661609604416-0.04467869560855528j,0.16251323376155677+0.048692688364873414j,0.1369241254394168-0.7330435842100872j
105.5,0.1307942244894553-0.7025630971060685j,-0.15256371207826472-0.04093015742082648j,0.1510743915069135+0.04453957566095276j,0.1309584254786864-0.7025930441936848j
109.75,0.12490750407671009-0.6707374656382981j,-0.140834791366009-0.03726473954643714j,0.13956006189933465+0.04047056757269751j,0.12507091174845641-0.6707622866810151j
114.0,0.11983645356335548-0.6414181639100855j,-0.1304619918944056-0.03410095810320954j,0.12936056984458438+0.03696436541169372j,0.11997413611950336-0.6414461531630523j
118.5,0.11519197317325315-0.6128003026565574j,-0.12074083646218785-0.031196837500405042j,0.1197908460096653+0.03374832235080169j,0.11531508499292054-0.6128198293634468j
123.0,0.1111306028329786-0.5863448995959888j,-0.11210874473454986-0.028667257594786416j,0.11128671740252519+0.030947180993164323j,0.11124774890407352-0.5863623707826022j
127.75,0.10743765740148728-0.5604979261673041j,-0.10402348262812008-0.026334093881482695j,0.10330971290699272+0.028367729700305315j,0.10754533495895635-0.56051545715451j
132.75,0.10407155831483154-0.5353275594476987j,-0.09647326145067733-0.024181112670906654j,0.09585559389103676+0.025993004086769213j,0.10416890816897473-0.5353427440900548j
138.0,0.10102911905657853-0.5108678167390306j,-0.08945451872710772-0.022198926565883265j,0.0889196983858582+0.02380931428617136j,0.10112558257302806-0.5108853251222238j
143.25,0.09842995459596936-0.4881907733218337j,-0.08323018813376414-0.020453104786888915j,0.08276414973453224+0.02189094738294178j,0.09852021544451617-0.4882038748463902j
149.0,0.0960115022468761-0.4651592378041617j,-0.07719068576943564-0.018759649395851313j,0.07678669475585383+0.020037340070835047j,0.09608970275820727-0.46516902321146j
154.75,0.09397231558544952-0.44377082073647417j,-0.07184818425137617-0.017260802277314066j,0.07149318303055702+0.018399163997232914j,0.0940474242567294-0.44378722897495115j
160.75,0.09218503528957818-0.42300715759533053j,-0.06689924195793241-0.01586748536930438j,0.06658907388963366+0.016880323635309225j,0.09224988777130105-0.4230219618111007j
167.0,0.09065396521735015-0.4028829614413303j,-0.06233846535427894-0.01456574381725028j,0.062065565655200834+0.01546627717970298j,0.09071825966907932-0.40289453705951944j
173.5,0.08936197664755259-0.3833852228152961j,-0.05813626673958136-0.013342130567166426j,0.05789687891411947+0.014144496589369292j,0.0894172628300251-0.38339652429319526j
180.25,0.0883082269333017-0.36448052398761754j,-0.0542779240770743-0.01219781549201833j,0.05406670491650648+0.012909609951757477j,0.08836293286496105-0.36449147133595766j
187.25,0.08749144560098898-0.34617391460073654j,-0.05074333635308543-0.011114111862087953j,0.05055634731575969+0.011746406357019777j,0.08754376382135598-0.34618336201009386j
194.5,0.08690589130670451-0.3284317239102714j,-0.0475117441926834-0.010083769020449516j,0.04734518344378898+0.010645439999201664j,0.08695500587958294-0.32844336103681404j
202.25,0.08655254212707959-0.31067954284765104j,-0.04447557120804212-0.009066313215857276j,0.044325827383052394+0.009563878884526011j,0.08659660668061236-0.31069235491378266j
210.0,0.08643144595459677-0.29402961751111567j,-0.04180470295450645-0.008118003522444704j,0.04167023687063887+0.008560157462816725j,0.08647403144246696-0.2940403104891124j
218.25,0.08654621487820457-0.27736035718550545j,-0.039308548604366986-0.007170855040489983j,0.0391880543793649+0.00756127710581968j,0.08658649981808525-0.27736840184127j
226.75,0.08691811682166742-0.2611973167491794j,-0.0370658779092252-0.006241633487942315j,0.03695578920557914+0.006587154596333535j,0.08695753635146664-0.2612067049386j
235.5,0.08753847248650623-0.24549786670630278j,-0.03505122243386043-0.005320654098067867j,0.0349513663382452+0.005626915148890465j,0.0875737946747123-0.24550687113082736j
244.75,0.08846169659130033-0.22980361465024646j,-0.033210061553078145-0.004374562307522159j,0.03311772921627399+0.004645141325809647j,0.08849436525922622-0.22981248406560928j
254.25,0.08967481255523244-0.21452182526212554j,-0.031581905617273885-0.0034181455506286373j,0.031496285256498446+0.0036567028174954736j,0.08970409386402764-0.2145318928160099j
264.25,0.09124645714204617-0.19923624606784326j,-0.03012283023168804-0.0024126715452112875j,0.030042127466816827+0.00262224483663405j,0.09127509002020698-0.19924688116800843j
274.5,0.0931596321794531-0.18430288375823106j,-0.02885826875617828-0.0013681099713554676j,0.02878277187931924+0.0015517589246772157j,0.09318810880817449-0.18431131106575885j
285.25,0.09552574078089489-0.16933185214013827j,-0.027760147361667077-0.00023806520293312775j,0.02768740207025295+0.0003992650075403508j,0.09555240153815461-0.1693408659276377j
296.25,0.09832093945335603-0.15462926068179478j,-0.026840802806536293+0.00097116084975531j,0.026771386765016572-0.000830075859683195j,0.09834638161129719-0.15463905998510608j
307.75,0.10169113903093568-0.13982161488575698j,-0.026079962328040548+0.002312766179145477j,0.026012278829534306-0.002190185187471136j,0.101715478665168-0.1398311703610315j
319.75,0.10572776619885028-0.12488933010907377j,-0.02547635497454653+0.003827624016731441j,0.02540964196635576-0.0037209212919249424j,0.10575138732311452-0.12489893326547036j
332.25,0.11055501923565768-0.10979084839577513j,-0.025027431612262344+0.005560735419901618j,0.024960753084583773-0.005468552341470428j,0.11057725490003906-0.10980112235810593j
345.25,0.11632978856168567-0.09449025243688867j,-0.024728469994978138+0.0075748517871663985j,0.02466042807855336-0.007495622824081527j,0.1163514445945552-0.09450119263014146j
358.5,0.123104825490134-0.07923330031044146j,-0.02456485506694161+0.009905132074694515j,0.02449512980651944-0.009837186347793956j,0.1231261426325799-0.07924420952136152j
372.5,0.1313905555957325-0.06341310940209514j,-0.024506798063334896+0.012747102033460626j,0.024434503765990524-0.012688918461057096j,0.13141127462916224-0.06342509119103668j
387.0,0.14139739228822246-0.047297913298950126j,-0.024510690363148187+0.016200110571216446j,0.024434921681240968-0.016150853281640096j,0.14141723066851936-0.04731135490586627j
402.0,0.15356274087136562-0.03091760503401687j,-0.02449477559153243+0.0204574259605852j,0.024413379392869337-0.02041476727555244j,0.1535819462971369-0.03093116743001484j
417.75,0.16871206211406795-0.014091431647634206j,-0.024299095249074528+0.025862703615576868j,0.02421029138275741-0.025825765062498056j,0.16873096590206646-0.014106850411463367j
434.0,0.1874276946434484+0.0026524782950909285j,-0.02363806467244543+0.03269760994764604j,0.02354008746013636-0.0326635008535616j,0.18744620579456092+0.0026357221555091404j
451.0,0.21109306676207992+0.01903915684052943j,-0.021971285116652264+0.04153029345670915j,0.021861617440160328-0.04149642206545128j,0.2111105683171354+0.019019528704154992j
468.5,0.2407252752017343+0.033765320772543135j,-0.018369516032221256+0.05275582034837957j,0.018245950223777764-0.052717345343384084j,0.24074162986735456+0.03374279099414801j
486.75,0.27832382051647575+0.045037069957269256j,-0.011084337047934031+0.06694084732597537j,0.010943661020587064-0.06689088426104382j,0.27833819420893896+0.045011297676349205j
505.75,0.3253456692981004+0.049160618393621895j,0.0028516611305177547+0.08386139402800813j,-0.003010936863500883-0.08378885693418064j,0.32535664736720715+0.0491306653923988j
525.25,0.38093330881871185+0.04037297002584596j,0.02748532795921152+0.10095648783990857j,-0.027658959057148925-0.10084619401776031j,0.380937703452109+0.04033873522375386j
545.75,0.4422149496682719+0.010803481426152398j,0.06799615671297068+0.11158021674068416j,-0.06816856159962396-0.11141361879632822j,0.44221068418518766+0.010766537175321j
567.0,0.49742623575906236-0.044792824250769164j,0.12333684337963224+0.1016317353155087j,-0.1234758947133897-0.10139656982621277j,0.49740998467506314-0.04482866001684688j
589.25,0.5325681421803349-0.1230462542114218j,0.17885769417539094+0.05569230677175274j,-0.17891708492530237-0.05540111071679911j,0.5325395161713853-0.12307365202389059j
612.0,0.5405088184700354-0.20956535973473042j,0.2045048574528089-0.023556405628711474j,-0.204454244505233+0.023854082482288354j,0.5404736198580787-0.2095785972615855j
636.0,0.5228102793726421-0.29904657544365626j,0.17882487522813878-0.11085433987532038j,-0.17867101803095428+0.11109321013571977j,0.5227771734164599-0.29904392866650586j
660.75,0.4755961315708937-0.3839389354140442j,0.10909505041668219-0.16563084570848025j,-0.10889221064776206+0.16576835113608274j,0.47557296885967104-0.38392575882089347j
686.5,0.39708260476839385-0.44747853764189693j,0.030823723041655038-0.16981666927738137j,-0.03063345011268872+0.16985833283659066j,0.3970704140833845-0.4474627981359339j
713.0,0.30608922973293284-0.47321274037005107j,-0.022937765722284037-0.1396195477188006j,0.023083235583709803+0.13960397800632376j,0.3060845137428937-0.47319951164040874j
740.75,0.22391729901532248-0.4658634536462227j,-0.04781994429989914-0.10138414195879908j,0.04791779175967578+0.10134591832500163j,0.2239168675846574-0.46585411658488074j
769.75,0.16069604085228853-0.43998135267839866j,-0.0537968446805016-0.06957006768649314j,0.05385965268501364+0.0695290385286946j,0.16069706165847764-0.43997520544196633j
799.75,0.11591419639169531-0.40793279737472676j,-0.051057893631048595-0.04712211036962018j,0.051097695930475265+0.047086573041075365j,0.11591546179489909-0.4079287578057144j
830.75,0.08483636002834112-0.3759947133758026j,-0.04540448469097069-0.03213362491115123j,0.0454300202609963+0.03210456841878044j,0.0848376550013838-0.3759921646468162j
863.25,0.0629071274970356-0.3461797323250248j,-0.03926602572114546-0.02212084291478795j,0.03928226423501401+0.02209782610317673j,0.06290821882742542-0.3461780198573366j
896.75,0.047496285585009755-0.3196678006142281j,-0.0336752423357604-0.015512528383593252j,0.03368628781753659+0.015494509340812482j,0.0474971460390875-0.3196666851110711j
931.75,0.03633877278226807-0.2960295344507887j,-0.02881843137467452-0.011030330929487735j,0.02882549487020676+0.011016407856825153j,0.036339515436123127-0.29602874919839717j
968.0,0.028192116580050035-0.27517225030181264j,-0.02473591785498166-0.007971155126750638j,0.024740698310671102+0.007960001848508081j,0.028192673720877526-0.27517173825536806j
1005.75,0.02211672097928392-0.2566200661151805j,-0.021316132350973956-0.005835688213075004j,0.021319419464104702+0.005826953712796012j,0.02211712677927352-0.2566196553489566j
1044.75,0.017552543564053256-0.2401683535307626j,-0.018476227550895424-0.004332162730486828j,0.01847860058152217+0.004325662727393776j,0.017552870209950694-0.2401681191972202j
1085.5,0.014040870668891026-0.22532735559003864j,-0.016085106233235093-0.0032473298255156456j,0.01608661201414951+0.0032422073974756205j,0.014041151512186961-0.22532718749218875j
1127.75,0.011326919307503121-0.21197194921894882j,-0.014077869563887785-0.002460733111670093j,0.0140789447029314+0.002456435773324307j,0.011327112751535223-0.21197179647959283j
1171.75,0.009198885467322407-0.19983952789123666j,-0.012376359777712736-0.001879151147052692j,0.012377183374607453+0.0018760451732403186j,0.00919902748929366-0.1998394554509075j
1217.25,0.007525013749801234-0.18883078706302586j,-0.010935105728625187-0.0014492583395319825j,0.01093585872730678+0.0014466640219309758j,0.007525092919614368-0.1888307244422444j
1264.75,0.006188521345983874-0.17870225377103918j,-0.009696623125036346-0.0011240279825586886j,0.009696944764165579+0.0011220694075542643j,0.006188618756584552-0.17870221249870147j
1314.0,0.005114865714871451-0.16940534873424284j,-0.008631798273519675-0.0008783109385534799j,0.008632252894576004+0.0008766759759482566j,0.005114909388384409-0.16940532337905978j
1365.0,0.004251754154277612-0.16084776545198423j,-0.007713659590868428-0.0006906521940022083j,0.007713993368546873+0.0006894150632783671j,0.004251791829370466-0.1608477520953439j
1418.25,0.0035477911269443294-0.15287503271213104j,-0.0069114002154071355-0.0005457505517117451j,0.0069114280870657555+0.0005446756270452868j,0.003547845687960932-0.15287500474739546j
1473.5,0.0029718154205973187-0.14547241747564507j,-0.006210690959997082-0.00043343670033275244j,0.006210684441892769+0.00043254149377757703j,0.0029718600838801457-0.14547239208229787j
1530.75,0.0024982607924461677-0.13858620534424493j,-0.005596434526772007-0.0003457952416770242j,0.005596641805061156+0.0003451275133820139j,0.0024982675684506184-0.1385862009619354j
1590.5,0.0021083925577620143-0.1321155220245239j,-0.005053520387493799-0.000277061320635031j,0.005053472960042606+0.00027645386043016756j,0.002108424528862951-0.1321155022538427j
1652.25,0.0017855984588411827-0.12608110612138027j,-0.004575031302683964-0.0002229866014766147j,0.0045749727852773805+0.00022248498363209798j,0.0017856258642738043-0.1260810895488092j
1716.75,0.001514530384483701-0.1203794089925912j,-0.004147450982560316-0.0001800440956563976j,0.004147507812548175+0.00017957055887082708j,0.0015145347972888301-0.12037938868947252j
1783.5,0.0012906712866582533-0.1150330493587522j,-0.0037685824294813783-0.00014561774142841152j,0.003768499900006899+0.0001453344024938866j,0.0012906947183573547-0.1150330451679841j
1853.0,0.0011012965096985855-0.10997675014624697j,-0.0034286426899231533-0.00011855427921050139j,0.0034286609080675596+0.000118210194291214j,0.0011013004919994684-0.109976732583583j
1925.0,0.0009433432039068623-0.10521372010783815j,-0.003125048870553828-9.669803582362368e-05j,0.003125035939791137+9.640570021403372e-05j,0.000943349860027351-0.10521370352428888j
2000.0,0.0008090099274295758-0.10069168729079207j,-0.002851563667758594-7.904695980369457e-05j,0.002851571808410203+7.879192801595668e-05j,0.0008090121154835095-0.10069167196908017j
