f,dd,dq,qd,qq
3.3,0.28881175002558224+0.2770618821019838j,2.5251567803055472-0.10229667054546754j,-2.99620636314303-0.29953183247439924j,-0.08161154845838348+0.34535196900205545j
3.4,-0.029016307498631277+0.3819173202804717j,2.676426766030845+0.03927612042074391j,-2.8541651402339934-0.02405259152796997j,0.29221596470125377+0.21412402149753834j
3.5,0.19017400570515564+0.3669027459373946j,2.6859605551945234-0.04448977431224499j,-2.726064423663295-0.08573804680146205j,0.3583225284583437+0.25106284677547974j
3.6,0.2661681652658134+0.09918014529918229j,2.6950080319277787-0.056226920204192066j,-2.993393842421819-0.04345750001989348j,0.16482620816195254+0.11753184186835043j
3.7,0.1503511878126872+0.19690807794765927j,2.602863101214786-0.11795443497174452j,-2.593097183503844+0.08593950398652575j,0.1986134318316639+0.11719274719234862j
3.8,0.2296110497768921+0.2699298838006101j,2.919389579491271-0.03592305142135732j,-2.630281240849838-0.27046736577967145j,0.29752799216038994+0.47321171859363104j
3.9,0.15194134413108354+0.30994930529450837j,2.6502499790150047+0.028290508147984395j,-2.910830005221308+0.07763806430594045j,0.25111828951866977+0.07854023892763387j
4.0,0.12756989227845264+0.25636249148776286j,2.677078155330408+0.07972182579274811j,-2.8626609032870993+0.09155972722395529j,0.04555045470259514+0.110415955636274j
4.1,0.04154084488048421+0.3377106325423275j,2.6527472447397322+0.1722919096881741j,-2.7009927119675767-0.07311212465679229j,0.27744754924316295+0.6419349072645744j
4.2,0.18354501356638867+0.36697910749366663j,2.5742638682891736-0.03744935566247598j,-2.5817918722055317-0.654134350934223j,0.009973359528815003+0.21169438720806802j
4.3,0.3174214881513277+0.2846317711929282j,2.7392840545109105+0.06959815478917708j,-2.658760373996422-0.2256876302208936j,0.38723321772770125+0.17421059658066657j
4.4,0.137706640551641+0.05023140211289577j,2.751017775632147+0.028622328997828905j,-2.648062802632105+0.06246059219849757j,0.3152157196079703+0.28116493811241744j
4.5,0.05058586134463994+0.2683329800678423j,2.68900117182539-0.016214235593418613j,-2.688809169036765-0.05850155983021758j,0.25324319166747516+0.26231604084199533j
4.6,0.12697031718688656+0.09548080608707488j,2.580415363614058-0.08192624652562563j,-2.7980305782732997-0.058303520489411204j,-0.03324846889870539+0.26431135756298774j
4.7,0.24060339353856486+0.29939184666609203j,2.540773155101026-0.10913909061690896j,-2.827374726555067+0.04951452643186209j,0.26688063081467306+0.10964360893952818j
4.8,0.3721793216776008+0.2469691987047667j,2.827440794397171-0.0038934191906342397j,-2.752946086244035+0.15028491217959145j,-0.08073322176376987+0.14510306051275793j
4.9,0.07389964182584507+0.15869685808873496j,2.5849157642579783+0.2015220005451539j,-2.8748225753607275+0.04867204457079739j,0.20372228680432433+0.16131987921838598j
5.0,0.21536659046879525+0.30872912070929337j,2.642578872554305+0.1287699680652401j,-2.780280505921459+0.28415188516510814j,0.2092908594196029+0.16906535568384407j
5.2,0.1239115434851633+0.22611208281520404j,2.808424314349612-0.04317182835272604j,-3.0658875238268317+0.1945362709011635j,0.2085903058857906+0.1719512232354906j
5.3,0.20069251945706507+0.25519477683207226j,2.811120201975832-0.1532599732762685j,-3.0600337318858855-0.19622245055463924j,0.49257421696788495+0.43365769115591035j
5.4,0.0645697029983463+0.2092569354933399j,2.876947812026716-0.108416755463703j,-2.886541698720956-0.15546359199570808j,0.1988803416945369+0.397474160874016j
5.5,0.13484771958925726+0.35457471263863155j,2.368996703800743+0.04458566721297652j,-2.431027889844753+0.3553963780170474j,0.1295821349527223+0.22675238482738377j
5.7,0.033526985616728795+0.036874384873187505j,2.8461439586874704-0.13829798844257443j,-2.9445368847418476-0.33091584803113805j,0.3428171621287562+0.604023045815046j
5.8,0.13474309905303974+0.22431581113316557j,2.5081321514201487-0.05069330280369733j,-3.0096858739818053+0.3271893837000646j,0.43344423563841866+0.19428298596450067j
5.9,0.2594620504852741+0.30749351689423j,2.8909584061637195-0.10183416652890975j,-2.93470798650377-0.07662811309129715j,0.07294025252955458+0.40509198840910643j
6.1,0.1645042996996006+0.20301562382863997j,2.8041876459660546+0.012416457905089828j,-2.71988793395284+0.0019643371250962095j,0.23171714073998836+0.23743397707948094j
6.2,0.16408890410623692+0.43796974780848563j,2.7491572768069297-0.02821550054725419j,-2.712011618185474+0.24474958660349802j,0.26368699211097774+0.32640013922609623j
6.3,0.3313099861378721+0.27049042068141266j,2.8339148477586416-0.020097717068876975j,-2.7607347801881876-0.18837287516842074j,0.23729911494919542+0.5889031946755208j
6.5,0.40139639312123915+0.38878664965636284j,2.4715606987946526-0.012439836603529875j,-2.9770850335786094+0.14859909254084602j,0.2357672123614013+0.23111914308435694j
6.6,0.1568721523247956+0.3139962901394139j,2.7856091975311355+0.17463183278343752j,-2.8611745876977785-0.05981314943460613j,0.15696746312077353+0.3291364904772111j
6.8,0.4047396125345651+0.5414772202853992j,2.731472676761438-0.046841364319023526j,-2.9440802147864864+0.5539037007669815j,0.4232277459711473+0.17852070566362024j
7.0,-0.05206238985162925+0.4673604632857971j,2.5154569690008817+0.02203473146946866j,-2.8086311071000902-0.2412522873102962j,-0.006939243617576557+0.14567913575980462j
7.1,0.16803410427290924+0.4192827723000538j,2.4959554671472537+0.034951890164415855j,-2.988113452190995-0.04130908464973695j,0.586281416812806+0.32456783375845705j
7.3,0.15872987392646765+0.5149611854724978j,2.4995809569512573-0.044664075519272206j,-2.868184469835578+0.14312781710981456j,0.08583460889260108+0.24766243988543152j
7.5,0.2072817595080582+0.2943936982814574j,2.5198595445611915-0.026072594855170106j,-2.7063156127496417+0.12595610644237443j,0.17168673516844124+0.22333665732741292j
7.6,0.27302951262457825+0.4998860724235922j,2.9673993618280297-0.009938212346590092j,-2.9367493213360154+0.0017901589939440389j,0.3136043641507735+0.31354301698566983j
7.8,0.23851857472056529+0.3732774885226194j,2.808307460029854+0.007958601502109808j,-2.9268727150724487+0.1893238390195838j,0.4381706630819324+0.5574688151816269j
8.0,0.20814086497775847+0.4093242980558826j,2.7187448696816943-0.05087368428702521j,-2.8428562099910253+0.12361719264494198j,0.2884094380109806+0.3817292926095664j
8.2,0.003417562405425199+0.5067865052474401j,2.7612377205163967+0.08155020081575426j,-2.923700467648329+0.22241061620754662j,-0.02578066211261787+0.6356327347908535j
8.4,0.15047935486799213+0.3267356853806031j,2.877469255487985-0.1194747955458757j,-2.5900780863125332-0.06464816362450836j,0.3408987166013606+0.4243116361343219j
8.6,0.060729306143410614+0.3987729872969926j,2.613527705070878-0.16396410165996533j,-2.8612382625410095-0.01862393948950352j,0.4146494435589314+0.6847047636102138j
8.8,0.2380822183376124+0.36159674024343696j,2.7574547127416538-0.10495588392712463j,-2.9143723956222343+0.06332517245229234j,0.3845423272432873+0.5569910657958637j
9.0,0.22394983039101712+0.49534136828943587j,2.7129887391791287-0.33306359447644507j,-2.721701776419862-0.09024532255075361j,0.3637732636703559+0.47375287868379756j
9.2,0.07366916542235934+0.3985995219526366j,2.9204738817034865-0.11650258159893007j,-2.6822833374515875+0.22111032173666834j,0.3478998940997882+0.5879350640916623j
9.4,0.33081441907686876+0.6607588396562779j,2.741113563839402+0.06179211752577107j,-2.9624113206115363-0.0016635230735856153j,0.07295208402615683+0.3807388789914068j
9.6,0.22189423487424614+0.49303662385667696j,2.6380037837898342+0.05242217541130323j,-2.731949711553832+0.15334539766288713j,0.17463264154132285+0.4449651509940328j
9.8,0.25217396416134924+0.5395743682285479j,2.873238296901032+0.09090251733096588j,-2.86586196549835-0.07996981332408991j,0.39539421335965613+0.5079656895746661j
10.1,0.23822864895413748+0.6388509962151243j,2.777498042774255-0.05366891404582219j,-2.6937163649325258+0.042791761944359116j,0.30777020133035254+0.3061587574037321j
10.3,0.1798165836998618+0.707046017429481j,2.909146383131968-0.16289510179465316j,-3.1294819925977846-0.03015957318194038j,0.05355763725803203+0.6266292564068959j
10.6,0.12396901106887209+0.6773249616651592j,2.5060013321872687+0.029432336353917954j,-3.0138039198655533+0.06614971350587481j,0.2185559486434871+0.4167546971643372j
10.8,0.418503948576775+0.566646833480508j,2.7013653684860133-0.15990617273947505j,-2.6323746440324562+0.0378442848930656j,0.4822685310734226+0.625747238987236j
11.1,-0.1307410582997327+1.1145120599437843j,2.763026269052999-0.08164712175971989j,-3.611963494952708-1.0725057070128348j,0.26770102082361347+0.7623984773445862j
11.3,0.26408293001347205+0.42653461454842406j,2.71396829165323-0.20739960156574289j,-2.7563258127444326+0.197987280655198j,0.19744959456989336+0.6915349675979238j
11.6,0.2419473725884259+0.6822130618122754j,2.6398274578141208-0.25803477555837706j,-2.9555603399624144+0.0430730132984898j,0.4256897930285052+0.45805451575681333j
11.8,0.3306114045580485+0.6946104924379063j,2.798091204345563-0.07916123341094083j,-2.8672509942652673-0.03827495840881837j,0.3080886568955522+0.480933566743303j
12.1,0.17069737172964775+0.7524673052568756j,2.7784864910617193-0.062240492432752426j,-3.1718615984726295-0.16725359719122435j,0.1546667345589383+0.5808577624562546j
12.4,0.24118318687695958+0.6694522178908684j,2.5816734556839256-0.15490884981167552j,-3.0031392219234867+0.04044221974154383j,0.12320511803099421+0.5789736424864864j
12.7,0.4388524481626222+0.7827027366226301j,3.083710944816646-0.2917962483968326j,-3.0494930276911796+0.4748652558509149j,0.46177148055535633+1.2014128032885094j
13.0,0.24987305778803517+0.7233949152297884j,2.7264080078970045-0.25359197122489174j,-2.77050272169812+0.05097977332496595j,0.427133075374246+0.5391840037307895j
13.3,-0.00358474631056644+0.8372461882494514j,2.8045145114398795-0.04011907750986493j,-3.0458088080852757-0.09971340106143417j,0.3816975033634806+0.6668793096584859j
13.6,0.3351715877607093+0.7604021962386249j,2.6721923830328085-0.09615543801816351j,-2.7702270965324893+0.3596187396792577j,0.280977313388823+0.5478484638973959j
13.9,-0.7466627492449104+0.04278222222619692j,2.949805575827107+0.15086821849851262j,-4.801642912131192-2.2353234195253147j,0.08856906833140654+0.9103668252826229j
14.3,0.12932833769265847+0.85157302222752j,2.7254859491352224+0.01372966290215194j,-3.0406164525101063+0.19976099571158967j,0.3143894275400232+0.8810728372022899j
14.6,0.3254638836228781+0.9308575377173384j,2.8860333744200886+0.04391817754038718j,-3.0081370748571175+0.22812234061975387j,-0.06747475813733717+1.0039342534700335j
14.9,0.4186443802984241+0.9725019881739089j,2.832653100749548-0.014699340706742031j,-3.1821578507912127+0.1947006128933979j,0.03815264849258717+0.7604174917873431j
15.3,0.37133414168888235+0.8347546199902935j,3.058592400845891-0.20851688287518133j,-2.8403212444322734+0.21134777847367883j,0.2300394727239391+1.056465567614802j
15.6,0.3261885245297714+0.6345198442968768j,2.8630220939032163-0.3419596666939755j,-3.0916885937202085+0.1528157943832008j,0.05327807404482732+0.9007119214842766j
16.0,0.45478873329105773+0.9657670193753126j,3.0860755155201005+0.01294367369601035j,-3.1267126144587394+0.2976933370272324j,0.0377169366050515+1.01237278577694j
16.4,-0.009994269906848097+0.6564695869190414j,2.9589724563912676-0.007892155087611652j,-2.817232028676624+0.018143658274757328j,0.05445425412826144+1.0294875776347978j
16.8,-0.28170048734610986+0.9288805495172366j,3.0744554998185136-0.07708127304007872j,-3.306313434465606-0.1878554542695507j,0.40452879786643736+1.0488621176654342j
17.1,-0.09669659073291055+0.9869443781263978j,3.078112907757366-0.3304989121005519j,-3.0291954010888342+0.03626002656218688j,0.580096756687282+0.9786764504095329j
17.5,0.15215805296195548+1.0014071545526064j,2.92609321844936-0.12113880476218442j,-3.4856346898487094+0.39763693395087013j,0.1366310352942678+1.2475952630440257j
18.0,0.30206588437761356+0.7055959122451891j,3.1264453934815686-0.32880836155545135j,-3.2416951974091615+0.30867626287923766j,0.37737848410277297+1.173879486777925j
18.4,0.4853750257500619+1.2322591513814916j,3.2165690888303855-0.19731071623311625j,-3.394555554631375+0.38691179882074744j,0.5070539358353303+1.2566333339465001j
18.8,0.263683349914913+0.9805152052137961j,2.7890932674878735+0.17981259071099753j,-3.4920311979270817+0.1434426589436887j,0.08687640110657535+0.7473530850581052j
19.2,0.1073074526784859+1.1939569230606004j,3.2555271468337854-0.14610671795970465j,-3.479385153222843-0.07599000974387618j,0.013957344366554048+1.2120310964001457j
19.7,0.24666587167307494+1.3187511509393817j,3.156420100948611-0.06573227673180604j,-3.3671538644695005-0.06992550457108011j,0.24939081899196058+1.284588367013253j
20.2,0.27097982058355746+1.4305215139922176j,3.236316567271156-0.11786966515408936j,-3.508563672666218+0.29635126983372306j,0.045594809987231644+1.2753041138520362j
20.6,0.25297047373091547+1.4487662597445823j,3.250559453577836-0.28392651057637147j,-3.4152282595821886+0.08228852951077717j,0.4879351604995549+1.1672376937738287j
21.1,0.21869621200271158+1.45536885700052j,3.20635485044302-0.02047954172793176j,-3.412097554417312+0.39042918618445377j,0.025571444107634456+1.1044484423409995j
21.6,0.4443881226249998+1.4094412710696795j,3.028272554658912-0.10709752716121745j,-3.189816814175491+0.2824570045220899j,0.5559416526029992+1.2093601129302833j
22.1,0.18948276791264212+1.37515466785564j,3.0769764996901303-0.34569929965280277j,-3.4475937220628663-0.013073478291597747j,0.3588419626995556+1.2640113094020626j
22.6,0.19924075423878415+1.447641252446913j,3.5052216960318754-0.2715531228246366j,-3.367832657315511+0.1915472960121327j,0.43593032573826296+1.662863862124034j
23.1,0.40071056546569517+1.46635945746103j,3.411315068693858-0.16981701370174607j,-3.6072705435182897+0.20477999189979754j,0.3236960747369697+1.6550193775113942j
23.7,0.21164299080011315+1.4184373714508562j,3.697991987990463-0.26388389697017j,-3.3580648618376148+0.060644753617908054j,0.3178823766980492+2.0226948462859604j
24.2,0.4981084064195246+1.599088849832602j,3.6820220217925184-0.5861611879885384j,-3.5354127189514446+0.3247491224978922j,0.8841148726532342+1.7608812514336631j
24.8,0.20453174711326721+1.9625719823565924j,3.339004617992735-0.6104182071548152j,-3.669696098776809+0.286161819992504j,0.7647607292343399+1.67925335286377j
25.4,0.25420515022694823+2.0161098042120944j,3.74736754158208-0.2496089124509262j,-4.119341318945204+0.2684798226202533j,0.36132678249657135+1.983587655825902j
26.0,0.5680668145974486+1.9858865743107936j,3.0417953295124263-0.4191095439622565j,-3.7991341914573957+0.4694638439603252j,0.6309724600197739+1.417843779965031j
26.6,0.3237649241763001+2.1102130935903882j,3.7134820688500096-0.4249525999350636j,-4.174155258560624+0.43443456133706665j,0.45302471187645943+2.03849734208484j
27.2,0.37600310233911727+2.105202714437302j,3.804446167044909-0.600311628059357j,-4.062333687134637+0.725142718628759j,0.5862898918183919+2.2591278451730465j
27.8,0.433308413200049+2.110116646422177j,3.7850080953456526-0.3819649147438562j,-3.9675183095045927+0.5391078344779455j,0.47160556320070013+2.081303347121108j
28.5,0.5678915108374761+2.1957127678928234j,4.015623978010297-0.7500728658823794j,-4.137099971721503+0.6827091923994097j,0.7414168868205953+2.6001835003501634j
29.2,0.9517455757868075+2.2067149609808783j,4.124119343458901-0.20288543205112286j,-4.143908361880886+0.6759384536917737j,0.3750097878096478+2.618704527001606j
29.8,0.4937036833831452+2.5540345068895447j,4.2612483782778305-0.3374816184081608j,-4.533448777705695+0.46317641247756214j,0.4703477350924309+2.444429257544216j
30.5,0.6297330761656659+2.264432712183036j,4.204191158221417-0.39456476203955126j,-4.023814282351281+0.47073151861957735j,0.4036517622057674+2.582463905944782j
31.3,0.3953951978921217+2.8940696003004525j,4.110103982658579-0.6608590371138336j,-4.914240974036182+0.47379063701380303j,0.6642725302647292+2.5296763798830577j
32.0,0.29867006383223904+3.2121749976368075j,4.659465004210078-0.08985789940084032j,-5.11170601252474+0.34527938811104675j,0.08714851472393814+3.254653684590262j
32.7,0.5450265296983519+2.7453913928560127j,4.588109173778162-1.0187420828624445j,-4.5338339032635755+0.5360109522620295j,1.1315038214063873+2.9538764691760813j
33.5,1.462824059389754+2.989362827446386j,4.661958522773114-0.47296138124518805j,-4.738647376919239+1.5603889625830476j,0.5224849221689465+3.1432120026868247j
34.3,0.9620572187060161+3.63835719744468j,4.92843818348023-0.4506536671792203j,-5.507233298364669+0.8135840140218896j,0.6518183573138328+3.3277418265493255j
35.1,1.4886855580647453+3.7955056125715414j,4.737482905465598-0.604521502596012j,-5.713010775865719+1.6489215710580318j,0.7537938559365314+3.2126557660267627j
35.9,0.6813372666371691+4.957211086548227j,4.952730739742199-0.5718179498578215j,-6.9084745796010845+0.3656863136191802j,0.6858475928753758+3.352648755884854j
36.7,1.0869638658200567+4.53735822710052j,5.400734085748281-0.759366783743574j,-6.448080767799253+0.9743473256386866j,1.0972596559696353+4.057642768298589j
37.6,1.964562771823923+4.02962730456433j,5.966003627550103-1.304545509455485j,-5.687736749901074+2.1273069472674835j,1.5443689676632948+4.781702890205053j
38.5,1.120237643763796+6.225641008498491j,6.0050543633503395-0.9652143350868725j,-7.997640980557087+1.0574930447484394j,1.0846640446993732+4.8786822923872215j
39.4,2.3622089703960167+6.420319946055044j,6.5404169586779375-1.729238862402262j,-8.287056463065886+2.504690403258661j,2.028028833333595+5.260035573211698j
40.3,1.7288789914422102+4.967500855208583j,6.48857422640071-1.8156395019086773j,-6.644052485647451+1.7076484259160927j,2.0337350367069424+5.235919708452242j
41.2,2.074624450436393+6.190453571839634j,8.074679772328844-2.929262984715322j,-8.150131347451367+2.20717825320698j,3.4182086806489904+6.675584590381323j
42.2,3.127736561655269+6.463250942062601j,7.8723712961685415-2.7307700696602595j,-8.292966458297757+3.2528362239306885j,3.179572604848852+6.660541707755107j
43.2,4.6046404784585855+7.806591026834163j,8.459435645710549-4.8872103497122j,-9.352021728847008+4.773849454403315j,5.252477305544989+7.33109710031199j
44.2,5.948820256172857+9.075685961252113j,9.846999499346586-4.124102779648156j,-10.863629695442018+6.404896094515064j,4.303981615996783+8.702403969592408j
45.2,6.308045521851742+7.966198372154638j,10.97539492788772-5.467914948175474j,-9.511595107622961+6.279354457033235j,5.6973729588784074+9.640241061523554j
46.3,7.689845223411734+10.59074079541079j,11.224476405570082-9.397075608716298j,-12.262154561542046+8.077356430255062j,9.788840073538921+10.07274153020338j
47.4,13.799061477919828+11.422470808544192j,12.270868812198211-13.31522491120671j,-12.993915377749472+14.094862883277782j,13.757487759470768+11.208819573658785j
48.5,16.938952724649806+6.06581701996886j,8.014872746123489-17.656907458293407j,-7.577923967206297+17.416559854800873j,18.460827765527796+6.746693910839678j
49.6,18.45927449780465-0.7222017035295579j,0.7995088008708819-20.43717392136663j,-0.3259117028584744+19.04646112188005j,21.210243532034585-0.8560406339464031j
50.8,17.501164535490503-5.44078399764063j,-4.927749139203694-20.286670800701533j,4.357953119656189+17.80794048216986j,20.872439799493293-6.669788501557427j
52.0,11.438987805084947-9.539813653404925j,-8.934288542321008-13.419032457263913j,8.685031983498819+11.761665677093697j,14.016781508723659-10.974709713615862j
53.2,8.861094831968423-12.691404268213363j,-10.618292916580183-9.960928592692223j,12.006305082620731+8.985212860557372j,10.11978598461422-12.363178199831284j
54.4,7.20758732519011-10.153631020648339j,-7.177519634506487-6.6888810794914555j,9.225273616550933+7.22394895448349j,6.996520840746271-8.895107476495001j
55.7,6.073912826088068-9.648592283231745j,-8.139357458954661-4.038516106486286j,8.490225419030974+6.144359067246704j,4.195707245083637-9.90441336291639j
57.0,4.025945369359152-6.956511163736636j,-7.5606344073978615-4.918273599451368j,6.070320681646204+3.9110009150844918j,4.986364918890948-9.015185920804834j
58.3,2.881653978314088-7.503210073112761j,-6.125893802901655-2.244584814297947j,6.56761796108715+2.4602045033360316j,2.3663033061979792-7.706829114981147j
59.7,2.0433097192027714-6.763492617278354j,-5.04480392973936-1.4332093856644024j,5.710682740700366+1.9919612219466738j,1.4123048245999206-6.435730047240127j
61.1,1.467531405827461-4.47652060716961j,-4.197819549785075-0.911541663747494j,3.2158444527180317+1.606759899696011j,0.7902447336689535-5.7021178526927665j
62.5,8.609576453141191-7.113193528645359j,-5.1168624695101865-0.8862148612551972j,7.474816650549265+9.400055225263133j,0.8940313056373541-6.370470817214156j
64.0,0.7357675772036596-4.970855054396116j,-3.785563198168951-0.9837763074425294j,3.929697413680716+0.7551324103918435j,1.0396485416249952-5.17372285553103j
65.5,1.0940516414994876-4.464301834628742j,-3.54261066676487-0.7395549444336613j,3.426032940032739+1.1744950263696565j,0.7462746376751245-4.99274017477975j
67.0,0.6631920113691336-4.321414736284301j,-2.932415749088504-0.3338183837383446j,3.1512132772840418+0.5149172913730681j,0.4478013108800729-4.2306284622357255j
68.6,0.6336147049679492-4.268269207814736j,-2.783610477263469-0.617047219022036j,3.220895582300827+0.45087313619552966j,0.6713658332105172-4.084886779393683j
70.2,0.7382700198170506-3.8701622958081243j,-2.5272360784208265-0.5135669750372291j,2.8053919054707332+0.6107852585357821j,0.6000709326778657-3.757997311331232j
71.8,0.81455898251139-3.8076140343486586j,-2.781551112443253-0.1213361003003568j,2.717702781549511+0.8044515656158806j,0.25196014378785736-3.94399882971829j
73.5,0.3082679592684021-3.0833367921540358j,-2.3988842709534945-0.2975039602117814j,2.004979491026758+0.20204879596806125j,0.27041192258046487-3.5596364805676854j
75.2,0.9219912511847005-3.28384640077029j,-2.1222366804759285-0.4630715550888911j,2.2160182622736846+0.7572483139692903j,0.49137312751805107-3.197350133421427j
77.0,0.3626286666114071-3.1155592716127734j,-1.6505420200424212-0.1902765420003074j,2.301541112187468+0.3168245124426997j,0.17234601174188802-2.977669308383355j
78.8,0.397728563013462-2.707285992294384j,-1.7979203602780205-0.21075211616250922j,1.7381636453295959+0.19652060948660766j,0.19078915108245997-2.894163881177162j
80.6,0.21234803820397155-2.4389482987632993j,-1.6767756228980417-0.4077535695006431j,1.5014564421489034+0.23530269904153783j,0.4299458737911941-2.9375656910323094j
82.5,0.42800915623074726-2.4905525879168082j,-1.725233024697608-0.3654370028057352j,1.635773046604652+0.3115010274291218j,0.3694937147192454-2.737926439933564j
84.4,0.14710432206821278-2.4921186832201028j,-1.4785325482438403-0.3892969770193151j,1.4231110777187403+0.15787083641313626j,0.5573892930667899-2.5389774860968526j
86.4,0.1342139670658728-2.36385004652912j,-1.3361591824510317-0.13530174087286362j,1.47040060384807+0.10828420465001196j,0.21541499880198467-2.317354002484257j
88.4,-0.0625668401509833-2.401980148905562j,-1.578799023128485-0.30720498351537673j,1.4527768700587127-0.0654954035842687j,0.388224073416525-2.512692504886614j
90.5,0.2957719618051541-1.927091822155191j,-1.1010211482185628-0.3198555939283906j,1.0202193170965794+0.17967843332663547j,0.3612985363089105-2.0633344344813147j
92.6,-0.02914956775941206-2.2023713742310442j,-1.0553519850190631-0.1282897905986578j,1.2070437961512002-0.03674947979880269j,0.09409570176820042-2.0557790541211634j
94.8,0.23783746617946697-1.8860362212737465j,-1.1005536371242812-0.1806334679342536j,0.9970794104510876+0.17690613850079198j,0.14550229789789682-2.0534527794066446j
97.0,0.10995129668401761-1.8044040026543933j,-1.0731988215930297-0.2180451469003648j,0.9814940874943536+0.10708402595158463j,0.1841707630632612-1.9730134817219769j
99.2,0.06037440891798926-1.7643042302908394j,-0.8817244436358846-0.1624173335454469j,0.808058191750082+0.01644702462823338j,0.1438053967002506-1.8108900321631538j
101.6,0.20484757504748985-1.8394089453197864j,-0.84899948517436-0.12806633179568283j,0.9866061109764787+0.08647326207665647j,0.10719542793997094-1.7955210771412344j
103.9,0.1530708762057161-1.796479668067706j,-0.6374234503197593-0.003776051809938119j,0.9634801287722519+0.1180021467452839j,-0.03620924438165618-1.6682447197605639j
106.4,0.0580172340921353-1.6185095722185847j,-0.6777326907643124-0.05228766356200143j,0.8087927024130389-0.0012541219876387236j,0.11534882944778246-1.6886287888907685j
108.8,-0.019230239240029912-1.5325040465663076j,-0.676963257772376-0.053182796624074796j,0.7481824806518019+0.09788078379598686j,0.12687029313358922-1.6369857308397378j
111.4,0.027198461130190105-1.387923092873221j,-0.665234149670431-0.026076264015506445j,0.5209534428387554+0.02889851643120183j,0.023921339120707374-1.538551638911903j
114.0,0.09643706873704672-1.5625872593106436j,-0.6709455372059854+0.04982354960354829j,0.8214837573679047-0.0280857429089441j,-0.017121399216427413-1.5245674350686762j
