f,dd,dq,qd,qq
40.75,1.1945449639085244-1.576668604356394j,-0.37326827745965063-0.8828703804152j,0.3732682774598823+0.8828703804150886j,1.1945449639088357-1.5766686043562728j
42.25,1.1354143052960874-1.5420374149887417j,-0.36321612886368027-0.8291039243004779j,0.36321612886342874+0.8291039243003288j,1.1354143052961412-1.542037414988968j
44.0,1.0734175132791424-1.5021433515009055j,-0.3507312362917654-0.7728369412657794j,0.3507312362918665+0.7728369412660615j,1.0734175132788584-1.5021433515007923j
45.5,1.0255029768428416-1.4687010431401541j,-0.3397778201523426-0.7295355459705739j,0.3397778201523082+0.7295355459705921j,1.0255029768426984-1.4687010431401712j
47.25,0.9749133164018091-1.4307396304896545j,-0.3270014122501036-0.6839729257792402j,0.32700141225005414+0.6839729257793083j,0.9749133164018111-1.4307396304896292j
49.25,0.9233637085801342-1.3889192936174566j,-0.31250489217886424-0.6376396865168927j,0.31250489217903993+0.6376396865169152j,0.9233637085801996-1.3889192936172623j
51.0,0.8829404132575022-1.3538212009114046j,-0.3001566096769837-0.6014560124198053j,0.30015660967702096+0.6014560124197832j,0.8829404132575926-1.3538212009113988j
53.0,0.8414941257645906-1.3153364593135466j,-0.2864935773288093-0.5643172824948525j,0.2864935773287751+0.5643172824946526j,0.8414941257647064-1.3153364593137005j
55.25,0.7999936740806151-1.2744451665053855j,-0.27193343093042616-0.5273614234025917j,0.27193343093028655+0.5273614234026296j,0.7999936740806188-1.2744451665055099j
57.25,0.7669736145707672-1.2398889124937273j,-0.25967547634074917-0.49793906263126103j,0.25967547634062915+0.4979390626312924j,0.7669736145707873-1.2398889124938812j
59.5,0.7335004446697474-1.203540138601996j,-0.24700556200216778-0.46852554682527614j,0.2470055620022409+0.4685255468252777j,0.7335004446697628-1.203540138601758j
61.75,0.7038893490964689-1.1685688612090255j,-0.23464227851083985-0.44196767656873037j,0.23464227851105024+0.44196767656873176j,0.7038893490964284-1.1685688612087577j
64.25,0.6741601742360013-1.1325487030298431j,-0.22225277069223381-0.4157810808912501j,0.22225277069230728+0.41578108089133553j,0.6741601742359173-1.1325487030296404j
66.75,0.6479903767385664-1.0986281988110351j,-0.21054865640722903-0.3924697736623452j,0.21054865640722356+0.39246977366229985j,0.6479903767386129-1.0986281988109543j
69.5,0.6217909008885076-1.0639556907874446j,-0.19902371510038763-0.36956931806743887j,0.19902371510039096+0.3695693180674032j,0.6217909008884679-1.0639556907873393j
72.0,0.600465559314232-1.0345680310696792j,-0.18942996328047196-0.3509554502063021j,0.18942996328043601+0.3509554502062285j,0.6004655593142818-1.03456803106979j
75.0,0.577657845880211-1.001484142116942j,-0.17872204137409714-0.33091212146444426j,0.17872204137413908+0.3309121214643834j,0.5776578458802899-1.0014841421168788j
77.75,0.5587878281400962-0.9733210687969894j,-0.16984789286479635-0.3144467197252352j,0.16984789286481372+0.3144467197252591j,0.5587878281401232-0.973321068797004j
80.75,0.5402790356146787-0.9446575764210368j,-0.1610114182365005-0.29827664961796335j,0.1610114182363967+0.29827664961791023j,0.5402790356147138-0.9446575764211603j
84.0,0.5221941202826071-0.9158307778856652j,-0.15231960616135615-0.28256504587376075j,0.15231960616138646+0.2825650458737486j,0.5221941202826693-0.915830777885627j
87.25,0.5059121535916407-0.889162877627776j,-0.14447569427515633-0.26848747028492764j,0.14447569427506587+0.2684874702853138j,0.5059121535918744-0.8891628776277596j
90.75,0.4900815825067011-0.8625148272836988j,-0.1368760033800368-0.2548355818114384j,0.1368760033794936+0.2548355818117418j,0.4900815825064616-0.8625148272842327j
94.25,0.47574959777344594-0.83787499589844j,-0.13002736553341604-0.24252638872895227j,0.13002736553308367+0.2425263887292636j,0.475749597773217-0.8378749958989244j
97.75,0.46266346327852514-0.815023509423467j,-0.12383577003310046-0.23137933957983808j,0.12383577003324307+0.23137933957998888j,0.462663463278417-0.815023509423263j
101.75,0.4490688972389786-0.7908395458495564j,-0.11749977130478739-0.219866166541265j,0.11749977130501231+0.21986616654105556j,0.44906889723909804-0.7908395458492377j
105.5,0.4362536759084234-0.7695934889426757j,-0.11269151339510837-0.2095719373147479j,0.11269151339561127+0.2095719373148837j,0.43625367590830855-0.7695934889422493j
109.75,0.42537860186092785-0.7479740125011364j,-0.10677299611989671-0.20001701238828562j,0.10677299611994231+0.20001701238827815j,0.4253786018608913-0.7479740125012079j
114.0,0.41428914369117686-0.7277643888022166j,-0.1019882131524871-0.19090239856583452j,0.10198821315255406+0.19090239856559024j,0.4142891436915189-0.7277643888020813j
118.5,0.4034262722249005-0.7079620189725833j,-0.09744524347797627-0.18205945948973148j,0.0974452434779495+0.18205945948970748j,0.40342627222499217-0.7079620189726039j
123.0,0.39343202588243253-0.6897330983658599j,-0.09342395302071743-0.17404010790564375j,0.09342395302075254+0.1740401079053168j,0.3934320258828624-0.6897330983657801j
127.75,0.3836035944983797-0.6719058173598201j,-0.08962207261347924-0.16627062320333202j,0.08962207261352419+0.16627062320364033j,0.3836035944980455-0.6719058173597123j
132.75,0.373978781026821-0.6546014115127747j,-0.08606741987015493-0.15877923413450035j,0.08606741987026643+0.15877923413449185j,0.3739787810268618-0.6546014115127703j
138.0,0.3645513438698328-0.637853429326441j,-0.0827786125986922-0.15156627238090709j,0.08277861259869661+0.1515662723808949j,0.3645513438698602-0.637853429326527j
143.25,0.35645246380629936-0.6225722877461756j,-0.07960105544908347-0.14521780243252244j,0.07960105544911862+0.14521780243245652j,0.3564524638063185-0.6225722877461326j
149.0,0.34663820245084126-0.6066979908362586j,-0.07698661916708288-0.13825578184689236j,0.07698661916704004+0.13825578184690915j,0.3466382024508222-0.6066979908362287j
154.75,0.3379905187209072-0.5922924942073005j,-0.07452374386317337-0.13206804353979068j,0.07452374386305094+0.13206804353983864j,0.33799051872092667-0.5922924942073109j
160.75,0.3295310116723946-0.5782700150374245j,-0.07214929295631761-0.12610749214359718j,0.0721492929562663+0.12610749214365027j,0.32953101167240395-0.5782700150374513j
167.0,0.3211470089917923-0.5648062576661258j,-0.07000446925537182-0.1203482143274827j,0.0700044692553401+0.12034821432751595j,0.3211470089917938-0.5648062576661734j
173.5,0.31282872910801435-0.5517985266446715j,-0.06802217585800907-0.11478321173755729j,0.06802217585807405+0.11478321173756291j,0.3128287291079547-0.5517985266445966j
180.25,0.30460646715719747-0.5393058718573506j,-0.0661828119697781-0.10942680198929518j,0.06618281196984387+0.10942680198934628j,0.3046064671571561-0.5393058718573361j
187.25,0.2964779323671065-0.5271997790027411j,-0.06445949952665816-0.10423699730156946j,0.06445949952683247+0.10423699730147586j,0.296477932367217-0.5271997790025038j
194.5,0.2884423381447253-0.5155512293048978j,-0.06287236593163532-0.09921962602435323j,0.06287236593160352+0.09921962602435978j,0.28844233814470177-0.5155512293049642j
202.25,0.2800960463405352-0.5040576018750629j,-0.061423054870339305-0.09420372308821405j,0.06142305487043532+0.09420372308816186j,0.2800960463405616-0.5040576018750029j
210.0,0.2723097737408194-0.49305289575603245j,-0.05992065648701682-0.0895412027794324j,0.05992065648703963+0.08954120277941094j,0.27230977374086507-0.4930528957560341j
218.25,0.26424742014737-0.4822269878272197j,-0.0585598485277366-0.08488686563662609j,0.05855984852772078+0.08488686563663188j,0.26424742014733255-0.48222698782729057j
226.75,0.256289559790793-0.47175463417644425j,-0.05726609124761875-0.08039708272874332j,0.0572660912476368+0.0803970827287173j,0.25628955979080503-0.4717546341763793j
235.5,0.24844377420316724-0.46159906667805645j,-0.05601711462985315-0.07606501552109483j,0.05601711462985346+0.07606501552107113j,0.2484437742031562-0.4615990666779929j
244.75,0.24049330805570793-0.4514664074218233j,-0.054772237011653166-0.07177079654910942j,0.054772237011661534+0.07177079654908163j,0.24049330805581542-0.4514664074218376j
254.25,0.2325930601094171-0.44181534312682674j,-0.05365434132344164-0.06764876392920512j,0.053654341323441365+0.06764876392918831j,0.23259306010948524-0.4418153431268237j
264.25,0.22483599652951325-0.4318516866375121j,-0.05236347001725713-0.06360328927557461j,0.052363470017296736+0.06360328927558634j,0.22483599652955139-0.4318516866375246j
274.5,0.21713831934347777-0.422322557124502j,-0.05117177205402157-0.05971489133131155j,0.05117177205403307+0.059714891331288565j,0.21713831934355882-0.42232255712449396j
285.25,0.2094637902235337-0.4128161211130407j,-0.04996482751354287-0.05591170993213377j,0.04996482751351911+0.05591170993216314j,0.20946379022350176-0.41281612111305854j
296.25,0.20196403270418875-0.4035443600909731j,-0.048761317388222654-0.05227365556633152j,0.04876131738820119+0.05227365556631254j,0.20196403270420238-0.4035443600910126j
307.75,0.19457987622450057-0.3943178176336233j,-0.047536504382126185-0.04875281902734815j,0.04753650438216668+0.048752819027354226j,0.1945798762244922-0.3943178176336175j
319.75,0.18720269416662053-0.3851009979901148j,-0.04629576243717722-0.04530137992493808j,0.04629576243715949+0.04530137992496404j,0.18720269416656454-0.3851009979901603j
332.25,0.17997384647711173-0.3759323330165684j,-0.0450308092218401-0.041980679727844555j,0.04503080922184821+0.0419806797278221j,0.17997384647711093-0.37593233301654005j
345.25,0.17289219551061677-0.36681006203297417j,-0.04375080585976483-0.03878357824024454j,0.043750805859749047+0.03878357824029734j,0.17289219551062363-0.3668100620330635j
358.5,0.16610200536388306-0.3579135400464778j,-0.04246373724515019-0.035771359898182635j,0.04246373724515805+0.03577135989819038j,0.16610200536386327-0.3579135400464675j
372.5,0.15937182797084176-0.34889932544727076j,-0.04114103523538902-0.032830906271403996j,0.04114103523542384+0.03283090627141824j,0.1593718279708991-0.34889932544722324j
387.0,0.1528398045448738-0.3399816504359357j,-0.039816490701379964-0.030024494841650692j,0.03981649070142245+0.030024494841642328j,0.1528398045448889-0.33998165043594597j
402.0,0.1465479298926606-0.33113434620836063j,-0.03847456748879829-0.027358944459863643j,0.03847456748881888+0.02735894445986349j,0.14654792989271376-0.33113434620833826j
417.75,0.14039932131183375-0.32224947957972017j,-0.03711533903676559-0.02478672035487761j,0.03711533903678817+0.02478672035487128j,0.14039932131182337-0.3222494795797109j
434.0,0.1345376772602622-0.3134765942109969j,-0.03575034581279714-0.022361181985570328j,0.035750345812801135+0.02236118198557467j,0.13453767726026733-0.31347659421098373j
451.0,0.12889284478199992-0.3046996378327339j,-0.03437609025126519-0.020041304578371097j,0.034376090251243156+0.02004130457838154j,0.12889284478199736-0.30469963783273823j
468.5,0.1234953290400406-0.296074163895017j,-0.03303044583110857-0.01785561436177515j,0.033030445831076005+0.017855614361772347j,0.12349532904001898-0.2960741638951023j
486.75,0.11836659180756-0.2874833416778305j,-0.031673950435957964-0.015781208835423183j,0.03167395043596263+0.01578120883544689j,0.11836659180753853-0.2874833416779068j
505.75,0.11349802507814699-0.2789433074973108j,-0.03033241305756487-0.013803898452721133j,0.030332413057543684+0.013803898452737101j,0.1134980250781649-0.27894330749728585j
525.25,0.1089514262154132-0.2705931076147938j,-0.02901499390965366-0.011953651575831434j,0.02901499390964781+0.01195365157580562j,0.10895142621537895-0.27059310761477606j
545.75,0.10463717886251797-0.2622371668488961j,-0.02770100112671694-0.010182588047289491j,0.02770100112675892+0.010182588047313099j,0.10463717886252968-0.26223716684889664j
567.0,0.10062911288286819-0.25398979986163783j,-0.026411165625123405-0.008491888628110001j,0.026411165625107237+0.00849188862811131j,0.10062911288289975-0.2539897998616465j
589.25,0.09689834978351133-0.2457717017511591j,-0.025127451007524705-0.006871014478772919j,0.025127451007490455+0.0068710144787580705j,0.09689834978348999-0.245771701751176j
612.0,0.0935393935728696-0.23780469275971858j,-0.02388991080177595-0.005339066149106973j,0.023889910801825894+0.005339066149136403j,0.09353939357284544-0.23780469275970706j
636.0,0.09045635920152793-0.2298265446579905j,-0.022653894050406947-0.003833951274688434j,0.022653894050407096+0.003833951274719643j,0.0904563592015441-0.22982654465798819j
660.75,0.08775862956578802-0.22203979625801976j,-0.02144098222725832-0.0023764915524585664j,0.021440982227275234+0.00237649155245123j,0.08775862956576697-0.22203979625802672j
686.5,0.08540948776245227-0.21436487587351705j,-0.02023507181222984-0.0009366047047173302j,0.020235071812269936+0.0009366047047173019j,0.08540948776246485-0.214364875873562j
713.0,0.08348527466311459-0.20691162221862722j,-0.01904541879148434+0.0004914775738982351j,0.019045418791499413-0.0004914775739124745j,0.08348527466312552-0.20691162221861728j
740.75,0.08198491068454576-0.1995675586562872j,-0.017827369118648545+0.001956662076241733j,0.01782736911866461-0.0019566620762277586j,0.08198491068457603-0.19956755865629253j
769.75,0.08097781486505234-0.19235515364988162j,-0.016557460809836437+0.0034926086638850627j,0.016557460809830716-0.0034926086638835847j,0.08097781486503172-0.1923551536499372j
799.75,0.08053690843032035-0.1854143089004419j,-0.01521125335126159+0.005122615033683773j,0.015211253351276263-0.005122615033678379j,0.08053690843032792-0.18541430890046118j
830.75,0.08075419961138641-0.17880004531139373j,-0.013723495779589815+0.0068837045887330545j,0.013723495779559993-0.006883704588754837j,0.08075419961136546-0.17880004531135757j
863.25,0.08176106882426035-0.17252597252397497j,-0.011967812224411713+0.008859171211431097j,0.011967812224399665-0.008859171211429357j,0.08176106882430831-0.17252597252397872j
896.75,0.08369134107863936-0.1668909897528907j,-0.009789288132191772+0.011067473909967762j,0.009789288132192523-0.011067473909974415j,0.08369134107870213-0.16689098975289957j
931.75,0.08674700503068938-0.16213050887258748j,-0.0068723232715528+0.013559767627528054j,0.006872323271567473-0.01355976762755359j,0.08674700503069327-0.1621305088726047j
968.0,0.09101371923801431-0.15883279889914154j,-0.0027457001994700067+0.01621804879935017j,0.0027457001994993214-0.016218048799348614j,0.09101371923808992-0.15883279889918245j
1005.75,0.09648274799418752-0.1579321974317218j,0.0033887333525595455+0.018596379714460105j,-0.003388733352545603-0.018596379714485793j,0.09648274799420692-0.1579321974318069j
1044.75,0.10229542441078306-0.16056110034462706j,0.012369397994609578+0.019402405578275696j,-0.012369397994633163-0.019402405578263202j,0.1022954244108435-0.16056110034449814j
1085.5,0.10648293030116107-0.16769609622996637j,0.024439953036543567+0.015697411641937817j,-0.024439953036438082-0.015697411641926565j,0.10648293030113748-0.1676960962299581j
1127.75,0.10608608125779959-0.17803860597904772j,0.0364538877249625+0.003405182465669482j,-0.036453887724974536-0.003405182465700782j,0.10608608125781457-0.17803860597900134j
1171.75,0.10103173767414171-0.18813089534327457j,0.04047273329637638-0.0183755062629678j,-0.04047273329650282+0.01837550626299199j,0.10103173767413307-0.1881308953432597j
1217.25,0.09449958186651537-0.19875043206329193j,0.028041070059028936-0.042225953034887284j,-0.028041070058956324+0.04222595303485333j,0.09449958186649948-0.1987504320634454j
1264.75,0.08049540600800983-0.21489246459186265j,-0.0015286695661525865-0.05182550461743525j,0.0015286695660424157+0.05182550461758397j,0.08049540600785723-0.21489246459201805j
1314.0,0.04917829733303463-0.22237883345126225j,-0.02606866350294284-0.03504656422024328j,0.02606866350309351+0.03504656422026149j,0.04917829733309709-0.22237883345116352j
1365.0,0.02013258116263784-0.2079754553426444j,-0.027872756411274038-0.013999889400253006j,0.027872756411357637+0.013999889400252196j,0.020132581162731172-0.20797545534267714j
1418.25,0.005629138871668433-0.1869350316103473j,-0.020996280896591297-0.003664798294721411j,0.020996280896571066+0.0036647982946919747j,0.00562913887169969-0.18693503161042188j
1473.5,-2.1215484893074856e-05-0.16891916284589234j,-0.01496547073126112-7.417110282399199e-05j,0.014965470731246827+7.417110282485336e-05j,-2.121548486835878e-05-0.16891916284588185j
1530.75,-0.0019696769756968814-0.15472442507109196j,-0.010940808461568873+0.000935861187610151j,0.010940808461575505-0.0009358611876153637j,-0.001969676975705853-0.1547244250710573j
1590.5,-0.0024628668023900743-0.14331084325200277j,-0.008327056415395086+0.0010752208039755198j,0.008327056415384067-0.001075220803984437j,-0.0024628668023528033-0.1433108432520488j
1652.25,-0.0023861139156680284-0.13394228568215955j,-0.006607206604648009+0.0009461618858909804j,0.006607206604672765-0.0009461618858774449j,-0.0023861139156611533-0.13394228568216218j
1716.75,-0.00210144797133413-0.125934081902264j,-0.005414769426333887+0.0007576832589151969j,0.005414769426332481-0.0007576832589318872j,-0.002101447971315021-0.1259340819022627j
1783.5,-0.001763463587496414-0.11898537511299637j,-0.004563288611157781+0.0005822334662955956j,0.0045632886111589025-0.0005822334663027089j,-0.0017634635874850813-0.11898537511300274j
1853.0,-0.0014319757313019336-0.11279920429227938j,-0.003927248829396281+0.0004355637157294201j,0.003927248829397101-0.0004355637157261543j,-0.0014319757313066006-0.11279920429227286j
1925.0,-0.0011350135000403557-0.10723695008442152j,-0.003436162447950898+0.0003194576577493875j,0.0034361624479632195-0.00031945765774758365j,-0.0011350135000503386-0.10723695008441285j
2000.0,-0.0008768329189234572-0.10214646608487389j,-0.0030432508525719314+0.00023024565237662626j,0.0030432508525734077-0.00023024565237274953j,-0.0008768329189187685-0.10214646608488412j
